"local_filename";"year";"estimate";"estimate.side";"confidence"
"Adolf_Friedrich_Erdmann_von_Menzel_023.jpg";1852;-0,699467970658347;-1;6
"Adolf_Friedrich_Erdmann_von_Menzel_024.jpg";1850;0,978622265673148;1;6
"Adolf_Friedrich_Erdmann_von_Menzel_025.jpg";1847;-0,424392859974986;-1;4
"Adolf_Friedrich_Erdmann_von_Menzel_026.jpg";1880;0,957826921257486;1;5
"Adolf_Friedrich_Erdmann_von_Menzel_027.jpg";1880;0,835398030924659;1;4
"Adolf_Friedrich_Erdmann_von_Menzel_028.jpg";1846;0,914184943276945;1;5
"Adolf_Friedrich_Erdmann_von_Menzel_029.jpg";1863;-0,848043863006959;-1;5,5
"Adolf_Friedrich_Erdmann_von_Menzel_030.jpg";1850;0,197098858619105;1;3,5
"Adolf_Friedrich_Erdmann_von_Menzel_031.jpg";1883;0,997735253172169;1;5,5
"Adolf_Friedrich_Erdmann_von_Menzel_032.jpg";1888;-0,500030015048337;-1;3
"Adolf_Friedrich_Erdmann_von_Menzel_033.jpg";1881;-0,00243114152413282;-1;5
"Adolf_Friedrich_Erdmann_von_Menzel_034.jpg";1873;-0,442639288256388;-1;5,33333333333333
"Adolf_Friedrich_Erdmann_von_Menzel_035.jpg";1847;-0,618202777149276;-1;4,5
"Adolf_Friedrich_Erdmann_von_Menzel_037.jpg";1848;1,05502010477485;1;4,66666666666667
"Adolf_Friedrich_Erdmann_von_Menzel_038.jpg";1867;-0,683479795916575;-1;5
"Adolf_Friedrich_Erdmann_von_Menzel_040.jpg";1847;-1,0074922975757;-1;4,5
"Adolf_Friedrich_Erdmann_von_Menzel_041.jpg";1847;0,836535917781118;1;3,5
"Adolf_Friedrich_Erdmann_von_Menzel_042.jpg";1853;-0,770315689620106;-1;5,5
"Adolf_Friedrich_Erdmann_von_Menzel_043.jpg";1846;-0,748508006359773;-1;4
"Adolf_Friedrich_Erdmann_von_Menzel_044.jpg";1875;-0,847661717999528;-1;5
"Adolf_Friedrich_Erdmann_von_Menzel_045.jpg";1865;-0,754840569994495;-1;5
"Adolf_Friedrich_Erdmann_von_Menzel_048.jpg";1847;-2,43351906617798;-1;3
"Adolf_Friedrich_Erdmann_von_Menzel_049.jpg";1849;0,478679091797033;1;5
"Adolf_Seel_001.jpg";1886;-0,510488321916776;-1;6
"Adolphe_Joseph_Thomas_Monticelli_001.jpg";1883;-0,512628009924534;-1;6
"Adolphe_Joseph_Thomas_Monticelli_002.jpg";1876;-1,09174079799684;-1;5
"Adolphe_Joseph_Thomas_Monticelli_003.jpg";1880;-0,826470941987902;-1;2
"Adoration_of_Jesus.jpg";1410;0,224234751109096;1;2
"Adorazione_del_Bambino_-_Beato_Angelico.jpg";1443;0,549374484771551;1;5
"Adriaen_Brouwer%2C_Bauernrauferei_beim_Kartenspiel_%28c._1630%E2%80%931640%29.jpg";1640;-1,08185834657128;-1;5,5
"Adriaen_Brouwer_002.jpg";1640;-0,455100808568195;-1;5
"Adriaen_Brouwer_004.jpg";1640;0,706960061509623;1;5
"Adriaen_Isenbrant_001.jpg";1530;-1,19685440681115;-1;5
"Adriaen_Isenbrant_001.png.jpg";1550;-0,770814981399041;-1;4
"Adriaen_Pietersz._van_de_Venne_001.jpg";1625;-1,03905091383267;-1;5
"Adriaen_van_de_Velde_002.jpg";1667;-0,813876033372511;-1;5,5
"Adriaen_van_Ostade_001.jpg";1647;-0,897689426352448;-1;5
"Adriaen_van_Ostade_002.jpg";1661;-0,844420439610729;-1;6
"Adriaen_van_Ostade_003.jpg";1670;-0,91430893508144;-1;6
"Adriaen_van_Ostade_004.jpg";1669;-0,626843372898519;-1;4,33333333333333
"Adriaen_van_Ostade_005.jpg";1670;-0,742218760341016;-1;5
"Adriaen_van_Ostade_006.jpg";1663;-0,795149447677588;-1;5,33333333333333
"Adriaen_van_Ostade_007.jpg";1662;-0,879954746909223;-1;5
"Adriaen_van_Ostade_009.jpg";1672;-0,935903513099661;-1;4,5
"Adriaen_van_Ostade_010.jpg";1670;-0,970492069834639;-1;5
"Adriaen_van_Ostade_011.jpg";1671;-0,984681502036642;-1;6
"Adrian_Ludwig_Richter_001.jpg";1842;-1,16759600449188;-1;3
"Adrian_Ludwig_Richter_002.jpg";1840;0,654570767323391;1;3
"Adrian_Ludwig_Richter_003.jpg";1834;0,860997119113506;1;5,5
"Adrian_Ludwig_Richter_004.jpg";1866;-0,705719303571925;-1;4
"Adrian_Ludwig_Richter_005.jpg";1847;-0,644404450914324;-1;5
"Adrian_Ludwig_Richter_006.jpg";1831;1,06637940208581;1;5,66666666666667
"Adrian_Ludwig_Richter_007.jpg";1840;-0,830915519139599;-1;2
"Adrian_Ludwig_Richter_008.jpg";1835;0,732724595079521;1;5
"Adrian_Ludwig_Richter_009.jpg";1826;0,435158179513561;1;4,66666666666667
"Adrian_Ludwig_Richter_010.jpg";1840;-0,722809718118979;-1;6
"Adrian_Ludwig_Richter_011.jpg";1844;-0,241544304887564;-1;2,5
"Adrian_Ludwig_Richter_012.jpg";1840;-0,845143209566269;-1;4,5
"Adrian_Ludwig_Richter_013.jpg";1841;-0,739154319900911;-1;4
"Adrian_Ludwig_Richter_014.jpg";1867;-0,651374961817385;-1;4
"Adrian_Ludwig_Richter_015.jpg";1840;-0,707967076442006;-1;6
"Adrian_Ludwig_Richter_016.jpg";1871;-0,578325486280417;-1;3
"Adrian_Ludwig_Richter_017.jpg";1865;-0,50101338680359;-1;5
"Adrian_Ludwig_Richter_018.jpg";1833;-0,779107795407743;-1;5,5
"Adrian_Ludwig_Richter_019.jpg";1823;0,779434527914404;1;5
"Adrian_Ludwig_Richter_020.jpg";1869;-1,34821982430199;-1;4,5
"Adrian_Ludwig_Richter_021.jpg";1865;-0,990047338900115;-1;4
"Adrian_Ludwig_Richter_023.jpg";1852;0,807549149327335;1;5,5
"Adrian_Ludwig_Richter_024.jpg";1836;0,817243110514598;1;6
"Adrian_Ludwig_Richter_025.jpg";1839;-0,0804247895721198;-1;4
"Adrian_Ludwig_Richter_026.jpg";1837;0,541614242832348;1;5
"Adrien_Dauzats_001.jpg";1840;-1,27977833008601;-1;5
"Aelbert_Cuyp_001.jpg";1655;1,05566851888214;1;5
"Aelbert_Cuyp_003.jpg";1660;-0,409538662724746;-1;4
"Aelbert_Cuyp_004.jpg";1660;0,222339299929416;1;6
"Aelbert_Cuyp_005.jpg";1650;-0,888095857992332;-1;5,5
"Aelbert_Cuyp_006.jpg";1660;-0,981225669366234;-1;5
"Aert_de_Gelder_001.jpg";1679;-1,43982842877607;-1;5
"Aert_de_Gelder_002.jpg";1700;0,749348214573005;1;5
"Aert_de_Gelder_003.jpg";1684;0,974665398293927;1;6
"Aert_de_Gelder_004.jpg";1685;0,872322788740989;1;4
"Aert_de_Gelder_005.jpg";1702;1,02426433721303;1;5,33333333333333
"Aert_de_Gelder_007.jpg";1700;-0,861083129304698;-1;5
"Aertgen_van_Leyden_001.jpg";1535;-0,656332697115205;-1;5
"Agnolo_Bronzino_058.jpg";1533;-0,791635088762648;-1;6
"Agnolo_Bronzino_059.jpg";1533;-0,722289007695009;-1;5
"Agust%C3%ADn_Esteve_%28after_Goya%29_-_Mar%C3%ADa_Luisa_de_Borb%C3%B3n-Parma_%28Prado%29.jpg";1799;-0,531084516883234;-1;6
"Albert_Bierstadt_001.jpg";1868;1,34767202497639;1;5
"Albert_Gustav_Aristides_Edelfelt_001.jpg";1883;0,739715682322786;1;5
"Albert_Pinkham_Ryder_002.jpg";1910;-0,134067779907257;-1;4
"Albert_Pinkham_Ryder_004.jpg";1891;-0,608460107239745;-1;3
"Albert_Schwendy_001.jpg";1850;-1,07795067279493;-1;5,5
"Albert_von_Keller_001.jpg";1873;-0,688710621651209;-1;5
"Albert_von_Keller_002.jpg";1904;0,797667486351246;1;4
"Albert_von_Keller_003.jpg";1887;0,638418728856993;1;5,5
"Albin_Egger-Lienz_001.jpg";1911;0,920492601846803;1;4
"Albin_Egger-Lienz_002.jpg";1908;-0,0585841870584587;-1;4,5
"Albin_Egger-Lienz_004.jpg";1922;0,942778162155701;1;5
"Albin_Egger-Lienz_005.jpg";1918;-0,916667695538204;-1;5,5
"Albrecht-D%C3%BCrer-005.jpg";1504;-1,04166607440146;-1;5,66666666666667
"Albrecht_Altdorfer_-_Christus_am_Kreuz_mit_Maria_und_Johannes_%28Gem%C3%A4ldegalerie_Alte_Meister_Ka.jpg";1512;-0,880870389119761;-1;4,5
"Albrecht_Altdorfer_-_Kreuzigung_Detail_%28Gem%C3%A4ldegalerie_Alte_Meister_Kassel%29.jpg";1512;0,724295233243141;1;4
"Albrecht_Altdorfer_-_Landschaft_mit_einem_Steg.jpg";1520;-0,626046522493532;-1;2
"Albrecht_Altdorfer_-_Nativity.jpg";1511;-0,725539706646734;-1;3
"Albrecht_Altdorfer_-_Schlacht_bei_Issus_%28Alte_Pinakothek%2C_M%C3%BCnchen%29_2.jpg";1529;0,890957915331666;1;5,5
"Albrecht_Altdorfer_-_The_Adoration_of_the_Magi_-_St%C3%A4del.jpg";1535;-0,706284891995719;-1;5
"Albrecht_Altdorfer_002.jpg";1529;0,881952337357801;1;3
"Albrecht_Altdorfer_003.jpg";1507;-0,979513114422413;-1;5
"Albrecht_Altdorfer_004.jpg";1531;0,647456262856224;1;5
"Albrecht_Altdorfer_005.jpg";1531;0,566729217523506;1;6
"Albrecht_Altdorfer_007.jpg";1528;-1,05524731933592;-1;3
"Albrecht_Altdorfer_008.jpg";1506;-0,569818143580179;-1;6
"Albrecht_Altdorfer_009.jpg";1518;-0,656961405180401;-1;5,5
"Albrecht_Altdorfer_010.jpg";1516;-1,15327245008714;-1;5,5
"Albrecht_Altdorfer_012.jpg";1520;-0,762236283025944;-1;6
"Albrecht_Altdorfer_013.jpg";1515;-0,857742042936335;-1;4,33333333333333
"Albrecht_Altdorfer_015.jpg";1526;0,0427128787580369;1;5,5
"Albrecht_Altdorfer_016.jpg";1526;-0,702799084011531;-1;5,5
"Albrecht_Altdorfer_020.jpg";1507;-0,427392223645215;-1;4
"Albrecht_Altdorfer_021.jpg";1522;-0,727868080000854;-1;5,33333333333333
"Albrecht_Altdorfer_022.jpg";1526;-0,493571461317864;-1;4
"Albrecht_Altdorfer_023.jpg";1522;0,601332777734866;1;5
"Albrecht_Altdorfer_024.jpg";1510;-0,18677513287309;-1;3
"Albrecht_Altdorfer_026.jpg";1516;-1,5707963267949;-1;2
"Albrecht_Altdorfer_026.png.jpg";1516;0,0903174884553293;1;5
"Albrecht_Altdorfer_027.jpg";1516;-0,45053974553412;-1;6
"Albrecht_Altdorfer_027.png.jpg";1516;0,114949069312973;1;5
"Albrecht_Altdorfer_028.jpg";1516;0,621244510530061;1;3
"Albrecht_Altdorfer_028.png.jpg";1516;-0,687807070244061;-1;6
"Albrecht_Altdorfer_029.jpg";1518;0,0330395700863679;1;5,5
"Albrecht_Altdorfer_030.jpg";1516;1,22008636751505;1;5
"Albrecht_Altdorfer_031.jpg";1516;0,745575827590922;1;4,5
"Albrecht_Altdorfer_032.jpg";1516;0,191229462491381;1;3,5
"Albrecht_Altdorfer_032.png.jpg";1516;0,890850052251769;1;5,66666666666667
"Albrecht_Altdorfer_033.jpg";1516;-1,06214851408233;-1;4,5
"Albrecht_Altdorfer_034.jpg";1516;0,699492733825761;1;5,5
"Albrecht_Altdorfer_035.jpg";1516;0,794100038253957;1;6
"Albrecht_Altdorfer_036.jpg";1516;0,752847851287263;1;4,5
"Albrecht_Altdorfer_036.png.jpg";1516;0,906557847525189;1;4,66666666666667
"Albrecht_Altdorfer_037.jpg";1526;-0,71201131630482;-1;3,5
"Albrecht_Altdorfer_038.jpg";1526;-0,401657660506659;-1;5
"Albrecht_Altdorfer_039.jpg";1515;-0,392982336142646;-1;5
"Albrecht_Altdorfer_040.jpg";1515;-0,743268771662032;-1;5,33333333333333
"Albrecht_Altdorfer_041.jpg";1515;-0,604377802991031;-1;4
"Albrecht_Altdorfer_042.jpg";1515;-0,924633880306089;-1;5
"Albrecht_Altdorfer_043.jpg";1515;-0,602743550482877;-1;6
"Albrecht_Altdorfer_044.jpg";1515;-0,618144225935187;-1;1
"Albrecht_Altdorfer_045.jpg";1510;-0,448439656075069;-1;1
"Albrecht_D%C3%BCrer_-_Adam_%28Prado%29.jpg";1507;-0,379665343780214;-1;5,5
"Albrecht_D%C3%BCrer_-_Bildnis_eines_Geistlichen_%28National_Gallery_of_Art%29.jpg";1516;-0,874348557129766;-1;6
"Albrecht_D%C3%BCrer_-_Emperor_Charlemagne.jpg";1513;-0,625070016399186;-1;6
"Albrecht_D%C3%BCrer_-_Eva_%282%29.jpg";1507;-0,382743509845576;-1;6
"Albrecht_D%C3%BCrer_-_Onuphrius_-_Kunsthalle_Bremen.jpg";1505;-0,28005199366009;-1;6
"Albrecht_D%C3%BCrer_-_Paumgartner-Altar_-_Alte_Pinakothek_M%C3%BCnchen.jpg";1500;-0,973151707140911;-1;5
"Albrecht_D%C3%BCrer_-_Portrait_of_a_Young_Man_-_Palazzo_Rosso_Genoa.jpg";1506;-0,558522897437427;-1;5
"Albrecht_D%C3%BCrer_-_Selbstbildnis_im_Pelzrock_-_Alte_Pinakothek.jpg";1500;-0,671449288261122;-1;4,5
"Albrecht_D%C3%BCrer_-_Wunderbare_Errettung_eines_ertrunkenen_Knaben_aus_Bregenz.jpg";1493;0,916137933108034;1;3,5
"Albrecht_D%C3%BCrer_003.jpg";1511;-0,5365234160881;-1;5
"Albrecht_D%C3%BCrer_003.png.jpg";1511;-0,872178334030347;-1;5,5
"Albrecht_D%C3%BCrer_004.jpg";1507;-0,687143383947257;-1;6
"Albrecht_D%C3%BCrer_005.jpg";1504;-0,687251508732978;-1;4
"Albrecht_D%C3%BCrer_006.jpg";1494;-1,26803889131401;-1;4,5
"Albrecht_D%C3%BCrer_007.jpg";1504;-0,644662066797728;-1;5,5
"Albrecht_D%C3%BCrer_008.jpg";1516;-0,712778578113109;-1;6
"Albrecht_D%C3%BCrer_009.jpg";1516;-0,568903802477245;-1;6
"Albrecht_D%C3%BCrer_010.jpg";1518;-0,713547290975126;-1;6
"Albrecht_D%C3%BCrer_011.jpg";1500;-0,41434243864917;-1;5
"Albrecht_D%C3%BCrer_013.jpg";1504;-0,653146178937953;-1;5,33333333333333
"Albrecht_D%C3%BCrer_014.jpg";1506;-0,960789145846926;-1;5,5
"Albrecht_D%C3%BCrer_015.jpg";1497;-0,751621320255186;-1;4,5
"Albrecht_D%C3%BCrer_016.jpg";1497;-0,700205418544822;-1;6
"Albrecht_D%C3%BCrer_017.jpg";1512;-1,19258457049432;-1;5
"Albrecht_D%C3%BCrer_018.jpg";1497;-0,699092520262111;-1;5
"Albrecht_D%C3%BCrer_019.jpg";1497;-0,998200618202284;-1;5,5
"Albrecht_D%C3%BCrer_020.jpg";1497;-0,506308663099008;-1;5
"Albrecht_D%C3%BCrer_021.jpg";1497;0,0231845141838531;1;5
"Albrecht_D%C3%BCrer_022.jpg";1497;-0,582828005490668;-1;6
"Albrecht_D%C3%BCrer_023.jpg";1497;-0,613466006999984;-1;4
"Albrecht_D%C3%BCrer_024.jpg";1497;-0,680322594394501;-1;5
"Albrecht_D%C3%BCrer_025.jpg";1497;-0,726754581279344;-1;6
"Albrecht_D%C3%BCrer_026.jpg";1526;-0,206401023119982;-1;4
"Albrecht_D%C3%BCrer_027.jpg";1526;1,26427878631029;1;5,5
"Albrecht_D%C3%BCrer_028.jpg";1504;-0,542440245091171;-1;4,5
"Albrecht_D%C3%BCrer_028.png.jpg";1504;-0,67290439699729;-1;6
"Albrecht_D%C3%BCrer_029.jpg";1504;-0,669256536517458;-1;5
"Albrecht_D%C3%BCrer_030.jpg";1496;-0,585164390300863;-1;5
"Albrecht_D%C3%BCrer_031.jpg";1496;-0,49013104154316;-1;5,5
"Albrecht_D%C3%BCrer_032.jpg";1493;0,757347161713713;1;6
"Albrecht_D%C3%BCrer_034.jpg";1497;-1,20095195790449;-1;5,33333333333333
"Albrecht_D%C3%BCrer_035.jpg";1521;-0,729756187603;-1;5
"Albrecht_D%C3%BCrer_037.jpg";1509;0,617008006249918;1;5
"Albrecht_D%C3%BCrer_038.jpg";1509;1,1977376060955;1;4,33333333333333
"Albrecht_D%C3%BCrer_039.jpg";1509;-0,570278240636379;-1;5,5
"Albrecht_D%C3%BCrer_040.jpg";1509;-0,623630934205293;-1;6
"Albrecht_D%C3%BCrer_042.jpg";1500;-1,13721262290019;-1;4,5
"Albrecht_D%C3%BCrer_043.jpg";1503;-0,549225927298153;-1;5,5
"Albrecht_D%C3%BCrer_043.png.jpg";1503;0,30007481741404;1;5
"Albrecht_D%C3%BCrer_044.jpg";1503;-0,797893821781669;-1;4
"Albrecht_D%C3%BCrer_044.png.jpg";1503;-0,509310522310339;-1;4
"Albrecht_D%C3%BCrer_045.jpg";1493;-0,729008144104535;-1;6
"Albrecht_D%C3%BCrer_048.jpg";1503;0,748086230385269;1;6,5
"Albrecht_D%C3%BCrer_049.jpg";1503;0,891648239011837;1;5
"Albrecht_D%C3%BCrer_050.jpg";1503;-0,786958617539157;-1;6
"Albrecht_D%C3%BCrer_051.jpg";1527;-1,23412150740817;-1;5
"Albrecht_D%C3%BCrer_052.jpg";1527;-0,661043168850687;-1;5
"Albrecht_D%C3%BCrer_053.jpg";1516;-0,306555925721158;-1;4,5
"Albrecht_D%C3%BCrer_055.jpg";1494;-1,47512882221578;-1;3
"Albrecht_D%C3%BCrer_056.jpg";1506;-0,839658241219091;-1;5,5
"Albrecht_D%C3%BCrer_057.jpg";1497;-0,200265945986967;-1;5,5
"Albrecht_D%C3%BCrer_058.jpg";1516;-0,54392441306275;-1;5
"Albrecht_D%C3%BCrer_059.jpg";1503;-0,569550532844225;-1;4,33333333333333
"Albrecht_D%C3%BCrer_060.jpg";1516;-0,876271442788839;-1;5,5
"Albrecht_D%C3%BCrer_061.jpg";1526;-0,671095281210184;-1;5,5
"Albrecht_D%C3%BCrer_062.jpg";1497;-0,513919680998534;-1;6
"Albrecht_D%C3%BCrer_063.jpg";1497;-0,758711719160156;-1;5
"Albrecht_D%C3%BCrer_064.jpg";1496;-0,651836851642343;-1;5,5
"Albrecht_D%C3%BCrer_065.jpg";1496;-0,879345572727279;-1;5,5
"Albrecht_D%C3%BCrer_066.jpg";1508;-0,685825734918607;-1;5
"Albrecht_D%C3%BCrer_068.jpg";1503;-0,510466994285529;-1;5,5
"Albrecht_D%C3%BCrer_069.jpg";1503;-0,567382949031883;-1;5,5
"Albrecht_D%C3%BCrer_071.jpg";1490;-0,723289823927175;-1;5,5
"Albrecht_D%C3%BCrer_072.jpg";1490;0,265761388157795;1;4
"Albrecht_D%C3%BCrer_073.jpg";1499;0,0552742961866566;1;5,5
"Albrecht_D%C3%BCrer_074.jpg";1499;-0,751033488698054;-1;5,5
"Albrecht_D%C3%BCrer_075.jpg";1506;-0,885458863712503;-1;5,5
"Albrecht_D%C3%BCrer_076.jpg";1500;-0,806406575985451;-1;4,5
"Albrecht_D%C3%BCrer_077.jpg";1499;-0,738571884371173;-1;5
"Albrecht_D%C3%BCrer_078.jpg";1526;-0,637982605436531;-1;5,5
"Albrecht_D%C3%BCrer_079.jpg";1526;-1,07643139577333;-1;5
"Albrecht_D%C3%BCrer_080.jpg";1519;-0,655865073165986;-1;5,5
"Albrecht_D%C3%BCrer_081.jpg";1526;-0,980793683270721;-1;5,33333333333333
"Albrecht_D%C3%BCrer_082.jpg";1516;-0,75537963739973;-1;3,5
"Albrecht_D%C3%BCrer_083.jpg";1519;0,600050213401753;1;4
"Albrecht_D%C3%BCrer_084.jpg";1519;0,838916753061892;1;3,5
"Albrecht_D%C3%BCrer_085.jpg";1516;-0,752655137158436;-1;6
"Albrecht_D%C3%BCrer_086.jpg";1499;-1,03860101132591;-1;4
"Albrecht_D%C3%BCrer_087.jpg";1521;-1,14543070867192;-1;5,5
"Albrecht_D%C3%BCrer_088.jpg";1506;-0,665489292564337;-1;4
"Albrecht_D%C3%BCrer_089.jpg";1505;-0,60621911306102;-1;4,5
"Albrecht_D%C3%BCrer_090.jpg";1520;-0,445159731092753;-1;5
"Albrecht_D%C3%BCrer_092.jpg";1507;-0,612387273707455;-1;5
"Albrecht_D%C3%BCrer_093.jpg";1500;-0,664945421523071;-1;5,5
"Albrecht_D%C3%BCrer_094.jpg";1507;-0,791767504016112;-1;5
"Albrecht_D%C3%BCrer_095.jpg";1521;-0,775289633131391;-1;5,5
"Albrecht_D%C3%BCrer_098.jpg";1499;-0,72131490753508;-1;5
"Albrecht_D%C3%BCrer_099.jpg";1506;-0,713060832858853;-1;6
"Albrecht_D%C3%BCrer_101.jpg";1518;-1,47363822150208;-1;5,5
"Albrecht_D%C3%BCrer_102.jpg";1493;-0,689597041214357;-1;6
"Albrecht_D%C3%BCrer_103.jpg";1498;0,291875513392971;1;5
"Albrecht_D%C3%BCrer_106.jpg";1495;0,822677982112824;1;6,5
"Albrecht_Kauw_001.jpg";1678;-0,387026252127001;-1;6
"Aleksander_Gierymski_001.jpg";1891;1,65963073227018;1;6
"Alesso_Baldovinetti_001.jpg";1470;-0,72704279872622;-1;5,5
"Alesso_Baldovinetti_002_cropframe.jpg";1465;-0,711602453816497;-1;6
"Alesso_Baldovinetti_003.jpg";1457;-0,880139613040982;-1;5
"Alexander_Andrejewitsch_Iwanow_002.jpg";1857;-0,774433122535069;-1;5,5
"Alexander_Andrejewitsch_Iwanow_003.jpg";1857;0,0532481021438486;1;5
"Alexander_Andrejewitsch_Iwanow_005.jpg";1837;0,800781565178043;1;1
"Alexander_Andrejewitsch_Iwanow_006.jpg";1850;-0,383817623288569;-1;3
"Alexander_Andrejewitsch_Iwanow_007.jpg";1846;-0,965049356900961;-1;3
"Alexander_Giving_Campaspe_to_Apelles_-_Francesco_Morandini_il_Poppi%2C_1571.jpg";1570;-0,645535443446084;-1;5,66666666666667
"Alexander_ivanov_-_appearance_of_christ_to_the_people_668.jpg";1837;-0,875182998966449;-1;5,5
"Alexander_Iwanowitsch_Morosow_001.jpg";1864;0,981814530498103;1;6
"Alexander_Keirincx_001.jpg";1630;-0,743277496685883;-1;5
"Alexander_Ostrovsky_by_Vasily_Perov.jpg";1871;-0,707776654660055;-1;6
"Alexander_Roslin_001.jpg";1768;-0,429479562781962;-1;5,5
"Alexander_Thiele_001.jpg";1630;-0,933539823183095;-1;5,33333333333333
"Alexandre-Gabriel_Decamps_001.jpg";1850;0,216410958425937;1;6
"Alexandre-Gabriel_Decamps_002.jpg";1839;0,783338374385249;1;3,5
"Alexandre-Gabriel_Decamps_003.jpg";1840;-0,820552774444708;-1;5
"Alexej_Filippowitsch_Tschernyschow_001.jpg";1850;0,830821442819025;1;5
"Alexej_Kondratjewitsch_Sawrassow_001.jpg";1867;-1,03834479339987;-1;5,66666666666667
"Alfred_Rethel_001.jpg";1834;-1,09918075893257;-1;5
"Alfred_Rethel_002.jpg";1837;-0,831134170795933;-1;6
"Alfred_Rethel_003.jpg";1836;0,719392195596593;1;5,33333333333333
"Alfred_Sisley_-_Rue_de_village_%C3%A0_Marlotte%2C_1866.jpg";1866;-0,652544789878429;-1;1
