medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
Wandbild;Maler der Grabkammer des Nebseni;Grabkammer des Nebseni, Szene: Herr beim Gastmahl;https://upload.wikimedia.org/wikipedia/commons/3/38/Maler_der_Grabkammer_des_Nebseni_002.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Nebseni_002.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Nefferronpet;Grabkammer des Nefferronpet, Szene: Damen bei einem Gastmahl;https://upload.wikimedia.org/wikipedia/commons/f/f6/Maler_der_Grabkammer_des_Nefferronpet_001.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Nefferronpet_001.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Panehsi;Grabkammer des Panehsi, Priester, Szene: Esel mit Bauern;https://upload.wikimedia.org/wikipedia/commons/c/ce/Maler_der_Grabkammer_des_Panehsi_001.jpg;1298-1235 BC;Maler_der_Grabkammer_des_Panehsi_001.jpg;-1235;KSC94w;;;;;;;
Wandbild auf Stuck;Maler der Grabkammer des Ptahiruka;Grabkammer des Ptahiruka, Aufseher der Schlachthöfe, Schlachtszene;https://upload.wikimedia.org/wikipedia/commons/6/6d/Maler_der_Grabkammer_des_Ptahiruka_001.jpg;2450 BC;Maler_der_Grabkammer_des_Ptahiruka_001.jpg;-2450;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Ramose;Grabkammer des Ramose, Wesir und Vorsteher Thebens unter Amenophis III. und IV., Szene: Klagefrauen, Detail;https://upload.wikimedia.org/wikipedia/commons/8/89/Maler_der_Grabkammer_des_Ramose_001.jpg;1411-1375 BC;Maler_der_Grabkammer_des_Ramose_001.jpg;-1375;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Ramose;Grabkammer des Ramose, Wesir und Vorsteher Thebens unter Amenophis III. und IV., Szene: Leichenzug, Detail;https://upload.wikimedia.org/wikipedia/commons/3/31/Maler_der_Grabkammer_des_Ramose_002.jpg;1411-1375 BC;Maler_der_Grabkammer_des_Ramose_002.jpg;-1375;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Rechmirê;Ausschnitt aus einer Wandmalerei des Grabes des Rechmire in Theben-West (Grab 100), Zwei Dienerinnen, Tempera auf Putz, 18. Dynastie, vor 1428 v. Chr.;https://upload.wikimedia.org/wikipedia/commons/2/2b/Maler_der_Grabkammer_des_Rechmir%C3%AA_001.jpg;1500-1450 BC;Maler_der_Grabkammer_des_Rechmir%C3%AA_001.jpg;-1450;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Rechmirê;Grabkammer des Rechmirê, Vorsteher und Wesir, Szene: Herstellung von Ziegeln;https://upload.wikimedia.org/wikipedia/commons/4/41/Maler_der_Grabkammer_des_Rechmir%C3%AA_002.jpg;1500-1450 BC;Maler_der_Grabkammer_des_Rechmir%C3%AA_002.jpg;-1450;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Sennudem;Grabkammer des Sennudem, Szene: Pflügender Bauer;https://upload.wikimedia.org/wikipedia/commons/9/91/Maler_der_Grabkammer_des_Sennudem_001.jpg;1200 BC;Maler_der_Grabkammer_des_Sennudem_001.jpg;-1200;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Sennudem;Grabkammer des Sennudem, Szene: Tochter des Verstorbenen, Detail;https://upload.wikimedia.org/wikipedia/commons/b/b6/Maler_der_Grabkammer_des_Sennudem_002.jpg;1200 BC;Maler_der_Grabkammer_des_Sennudem_002.jpg;-1200;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Sennufer;Grabkammer des Sennufer, Vorsteher der südlichen Hauptstadt Thebens unter Amenophis II., Deckenmalerei, Szene: Weinreben;https://upload.wikimedia.org/wikipedia/commons/9/9b/Maler_der_Grabkammer_des_Sennufer_001.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Sennufer_001.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Thot;Grabkammer des Thot, Oberaufseher des Hohepriesters des Amun, Szene: Gastmahl, Detail;https://upload.wikimedia.org/wikipedia/commons/a/a7/Maler_der_Grabkammer_des_Thot_001.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Thot_001.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Thotemhab;Grabkammer des Thotemhab, Leiter der Weberein unter Pharao Amun, Szene: Klagefrauen, Detail;https://upload.wikimedia.org/wikipedia/commons/c/cf/Maler_der_Grabkammer_des_Thotemhab_001.jpg;1298-1235 BC;Maler_der_Grabkammer_des_Thotemhab_001.jpg;-1235;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Thutmosis III.;Grabkammer des Thutmosis III., Szene: König wird vom Heiligen Baum gesäugt;https://upload.wikimedia.org/wikipedia/commons/4/47/Maler_der_Grabkammer_des_Thutmosis_III._001.jpg;1500-1450 BC;Maler_der_Grabkammer_des_Thutmosis_III._001.jpg;-1450;KSC94w;;;;;;;
Malerei auf Relief;Maler der Grabkammer des Ti;Grabkammer des Ti, Szene: Durchgang durch die Furt, Detail;https://upload.wikimedia.org/wikipedia/commons/b/b0/Maler_der_Grabkammer_des_Ti_001.jpg;2500 BC;Maler_der_Grabkammer_des_Ti_001.jpg;-2500;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Jagd, Detail: Fliehender Hase;https://upload.wikimedia.org/wikipedia/commons/9/98/Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_001.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_001.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Jagd, Detail: Sterbender Fuchs;https://upload.wikimedia.org/wikipedia/commons/c/cf/Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_002.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_002.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Junge Opferträger;https://upload.wikimedia.org/wikipedia/commons/4/40/Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_003.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_003.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Klagefrau;https://upload.wikimedia.org/wikipedia/commons/1/19/Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_004.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_004.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Schiffart, Detail;https://upload.wikimedia.org/wikipedia/commons/b/b3/Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_005.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_005.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Weinpresse;https://upload.wikimedia.org/wikipedia/commons/f/f3/Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_006.jpg;1448-1422 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28I%29_006.jpg;-1422;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Porträt einer Dame;https://upload.wikimedia.org/wikipedia/commons/9/96/Maler_der_Grabkammer_des_Userh%C3%AAt_%28II%29_001.jpg;1300 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28II%29_001.jpg;-1300;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Damen unter einer Sykomore, Detail;https://upload.wikimedia.org/wikipedia/commons/6/67/Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_001.jpg;1298-1235 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_001.jpg;-1235;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Damen unter einer Sykomore, Detail: Vögel;https://upload.wikimedia.org/wikipedia/commons/7/7b/Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_002.jpg;1298-1235 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_002.jpg;-1235;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Klagefrauen, Detail;https://upload.wikimedia.org/wikipedia/commons/c/cf/Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_003.jpg;1298-1235 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_003.jpg;-1235;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Userhêt;Grabkammer des Userhêt, königlicher Schreiber, Szene: Totenpriester, Detail;https://upload.wikimedia.org/wikipedia/commons/6/66/Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_004.jpg;1298-1235 BC;Maler_der_Grabkammer_des_Userh%C3%AAt_%28III%29_004.jpg;-1235;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zenue;Grabkammer des Zenue, Heeresschreiber unter Thutmosis IV., Szene: Hirte mit Rindern;https://upload.wikimedia.org/wikipedia/commons/3/37/Maler_der_Grabkammer_des_Zenue_001.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zenue_001.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zenue;Grabkammer des Zenue, Heeresschreiber unter Thutmosis IV., Szene: Hirte mit Rindern, Detail: Stierkopf;https://upload.wikimedia.org/wikipedia/commons/1/16/Maler_der_Grabkammer_des_Zenue_002.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zenue_002.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zenue;Grabkammer des Zenue, Heeresschreiber unter Thutmosis IV., Szene: Kuhhirt;https://upload.wikimedia.org/wikipedia/commons/f/fd/Maler_der_Grabkammer_des_Zenue_003.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zenue_003.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zenue;Grabkammer des Zenue, Heeresschreiber unter Thutmosis IV., Szene: Nubische Söldner;https://upload.wikimedia.org/wikipedia/commons/4/44/Maler_der_Grabkammer_des_Zenue_004.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zenue_004.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zenue;Grabkammer des Zenue, Heeresschreiber unter Thutmosis IV., Szene: Pferde;https://upload.wikimedia.org/wikipedia/commons/5/5d/Maler_der_Grabkammer_des_Zenue_005.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zenue_005.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zenue;Grabkammer des Zenue, Heeresschreiber unter Thutmosis IV., Szene: Vögel und Hieroglyphen;https://upload.wikimedia.org/wikipedia/commons/0/0d/Maler_der_Grabkammer_des_Zenue_006.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zenue_006.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zeserkerêsonb;Grabkammer des Zeserkerêsonb, Szene: Dame bei der Toilette;https://upload.wikimedia.org/wikipedia/commons/f/f2/Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_001.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_001.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zeserkerêsonb;Grabkammer des Zeserkerêsonb, Szene: Mädchen mit Datteln;https://upload.wikimedia.org/wikipedia/commons/4/42/Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_002.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_002.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zeserkerêsonb;Grabkammer des Zeserkerêsonb, Szene: Porträt des Zeserkerêsonb;https://upload.wikimedia.org/wikipedia/commons/e/eb/Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_003.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_003.jpg;-1411;KSC94w;;;;;;;
Wandbild;Maler der Grabkammer des Zeserkerêsonb;Grabkammer des Zeserkerêsonb, Szene: Schlächter;https://upload.wikimedia.org/wikipedia/commons/d/da/Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_004.jpg;1422-1411 BC;Maler_der_Grabkammer_des_Zeserker%C3%AAsonb_004.jpg;-1411;KSC94w;;;;;;;
oil on canvas;Édouard Manet;Absinthtrinker;https://upload.wikimedia.org/wikipedia/commons/3/34/Manet_Den_Absinthdr%C3%A9nker.jpg;1859;Manet_Den_Absinthdr%C3%A9nker.jpg;1859;KSC94w;;;;;;;
oil on canvas;Édouard Manet;Der Pfeifer;https://upload.wikimedia.org/wikipedia/commons/8/87/Edouard_Manet_018.jpg;1866;Edouard_Manet_018.jpg;1866;KSC94w;;;;;;;
oil on canvas;National Gallery of Art;Der alte Musikant;https://upload.wikimedia.org/wikipedia/commons/4/47/%C3%89douard_Manet_-_Le_Vieux_Musicien.jpg;1862;%C3%89douard_Manet_-_Le_Vieux_Musicien.jpg;1862;KSC94w;;;;;;;
oil on canvas;Édouard Manet;Porträt der Eva Gonzalés im Atelier Manets;https://upload.wikimedia.org/wikipedia/commons/0/02/Edouard_Manet_041.jpg;1870;Edouard_Manet_041.jpg;1870;KSC94w;;;;;;;
oil on canvas;Édouard Manet;Bierkellnerin;https://upload.wikimedia.org/wikipedia/commons/b/b6/Edouard_Manet_006.jpg;1878-1879;Edouard_Manet_006.jpg;1879;KSC94w;;;;;;;
tempera on panel;Andrea Mantegna;Crucifixion;https://upload.wikimedia.org/wikipedia/commons/8/83/Mantegna%2C_Andrea_-_crucifixion_-_Louvre_from_Predella_San_Zeno_Altarpiece_Verona.jpg;between 1457 and 1460;Mantegna%2C_Andrea_-_crucifixion_-_Louvre_from_Predella_San_Zeno_Altarpiece_Verona.jpg;1460;KSC94w;;;;;;;
Tusche und Farben auf Seide;Mao Yi;Katzen mit Jungen in einem Garten;https://upload.wikimedia.org/wikipedia/commons/0/0a/Mao_I_001.jpg;12. Jh;Mao_I_001.jpg;1200;KSC94w;;;;;;;
oil on canvas;Benjamin Vautier;Kinder beim Mittagessen;https://upload.wikimedia.org/wikipedia/commons/b/bd/Marc_Louis_Benjamin_Vautier_d._%C3%84._001.jpg;1857;Marc_Louis_Benjamin_Vautier_d._%C3%84._001.jpg;1857;KSC94w;;;;;;;
oil on canvas;Marco Pino;Auferstehung Christi;https://upload.wikimedia.org/wikipedia/commons/a/a2/Marco_dal_Pino_001.jpg;1555;Marco_dal_Pino_001.jpg;1555;KSC94w;;;;;;;
oil on panel;Marco Zoppo;Hl. Paulus;https://upload.wikimedia.org/wikipedia/commons/2/23/Marco_Zoppo_001.jpg;1470;Marco_Zoppo_001.jpg;1470;KSC94w;;;;;;;
Holz;Mariano Fortuny;Besuchstag im Pfarrhaus, Detail;https://upload.wikimedia.org/wikipedia/commons/f/fb/Mariano_Fortuny_y_Carbo_001.jpg;1870;Mariano_Fortuny_y_Carbo_001.jpg;1870;KSC94w;;;;;;;
oil on canvas;Marie-Guillemine Benoist;Porträt der Elise Bonaparte;https://upload.wikimedia.org/wikipedia/commons/b/bd/Marie_Guilhelmine_Benoist_001.jpg;1805;Marie_Guilhelmine_Benoist_001.jpg;1805;KSC94w;;;;;;;
oil on canvas;Jean-Marc Nattier;Marie Leszczy?ska;https://upload.wikimedia.org/wikipedia/commons/8/8c/Marie_Leszczy%C5%84ska%2C_reine_de_France%2C_lisant_la_Bible_by_Jean-Marc_Nattier%2C_002.jpg;1748;Marie_Leszczy%C5%84ska%2C_reine_de_France%2C_lisant_la_Bible_by_Jean-Marc_Nattier%2C_002.jpg;1748;KSC94w;;;;;;;
oil on canvas;Louise Élisabeth Vigée Le Brun;Porträt der Madame de Staël als Corinne;https://upload.wikimedia.org/wikipedia/commons/5/52/Marie_Louise_Elisabeth_Vig%C3%A9e-Lebrun_001.jpg;1808-1809;Marie_Louise_Elisabeth_Vig%C3%A9e-Lebrun_001.jpg;1809;KSC94w;;;;;;;
Öl, Eichenholz;Marinus van Reymerswaele;Hl. Hieronymus in der Zelle;https://upload.wikimedia.org/wikipedia/commons/1/14/Marinus_Claesz._van_Reymerswaele_003.jpg;1550;Marinus_Claesz._van_Reymerswaele_003.jpg;1550;KSC94w;;;;;;;
oil on panel;Marinus van Reymerswaele;Hl. Hieronymus in einer Zelle;https://upload.wikimedia.org/wikipedia/commons/4/43/Marinus_Claesz._van_Reymerswaele_004.jpg;1541;Marinus_Claesz._van_Reymerswaele_004.jpg;1541;KSC94w;;;;;;;
oil on panel;Marinus van Reymerswaele;Zwei Steuereinnehmer;https://upload.wikimedia.org/wikipedia/commons/0/03/Marinus_Claesz._van_Reymerswaele_005.jpg;1540;Marinus_Claesz._van_Reymerswaele_005.jpg;1540;KSC94w;;;;;;;
oil on panel;Mariotto Albertinelli;Verkündigung an Maria;https://upload.wikimedia.org/wikipedia/commons/d/d7/Mariotto_Albertinelli_001.jpg;1508;Mariotto_Albertinelli_001.jpg;1508;KSC94w;;;;;;;
color on wood;Maarten van Heemskerck;Porträt einer Familie;https://upload.wikimedia.org/wikipedia/commons/3/3c/Marten_van_Heemskerck_003.jpg;1532;Marten_van_Heemskerck_003.jpg;1532;KSC94w;;;;;;;
color on wood;Maarten van Heemskerck;Porträt einer Familie;https://upload.wikimedia.org/wikipedia/commons/6/68/Marten_van_Heemskerck_004.jpg;1532;Marten_van_Heemskerck_004.jpg;1532;KSC94w;;;;;;;
oil on canvas;Martin Johnson Heade;Orchideen, Passionsblumen und Kolibris;https://upload.wikimedia.org/wikipedia/commons/3/3a/Martin_Johnson_Heade_001.jpg;1880;Martin_Johnson_Heade_001.jpg;1880;KSC94w;;;;;;;
oil on panel;Martin Schaffner;Porträt des Eitel Hans Besserer I. von Schnürpflingen;https://upload.wikimedia.org/wikipedia/commons/2/2b/Martin_Schaffner_001.jpg;1529-1530;Martin_Schaffner_001.jpg;1530;KSC94w;;;;;;;
oil on beech wood;Martin Schongauer;The Holy Family;https://upload.wikimedia.org/wikipedia/commons/0/00/Martin_Schongauer_002.jpg;2015 1480-1490;Martin_Schongauer_002.jpg;1490;KSC94w;;;;;;;
Holz;Martin Schongauer;Maria im Rosenhag;https://upload.wikimedia.org/wikipedia/commons/d/d3/Martin_Schongauer_003.jpg;1473;Martin_Schongauer_003.jpg;1473;KSC94w;;;;;;;
Tempera auf Holz;Simone Martini;Altarretabel von Orvieto, Szene: Maestà und Heilige, von links: Hl. Petrus, Hl. Maria Magdalena und der Stifter Trasmundo Monaldeschi, Bischof von Soana, Maria mit dem Kind, Hl. Paulus, Hl. Dominikus;https://upload.wikimedia.org/wikipedia/commons/e/e2/Simone_Martini_008.jpg;1321;Simone_Martini_008.jpg;1321;KSC94w;;;;;;;
oil on panel;Marx Reichlich;Jacobus-und-Stephan-Altar, rechter Innenflügel, untere Szene: Steinigung des Hl. Stephan;https://upload.wikimedia.org/wikipedia/commons/e/ed/Marx_Reichlich_001.jpg;1506;Marx_Reichlich_001.jpg;1506;KSC94w;;;;;;;
color on wood;Marx Reichlich;The visitation;https://upload.wikimedia.org/wikipedia/commons/4/4f/Marx_Reichlich_002.jpg;1501-1502;Marx_Reichlich_002.jpg;1502;KSC94w;;;;;;;
oil on canvas;Mary Cassatt;Dame am Teetisch;https://upload.wikimedia.org/wikipedia/commons/7/73/Mary_Cassatt_001.jpg;1885;Mary_Cassatt_001.jpg;1885;KSC94w;;;;;;;
oil on canvas;Krause, Johansen;Die Bootsfahrt;https://upload.wikimedia.org/wikipedia/commons/e/eb/Mary_Cassatt_002.jpg;1893-1894;Mary_Cassatt_002.jpg;1894;KSC94w;;;;;;;
oil on canvas;Mary Cassatt;Kleines Mädchen im blauen Fauteuil;https://upload.wikimedia.org/wikipedia/commons/5/5a/Mary_Cassatt_003.jpg;1878;Mary_Cassatt_003.jpg;1878;KSC94w;;;;;;;
oil on canvas;Mary Cassatt;Nach dem Bad;https://upload.wikimedia.org/wikipedia/commons/b/b7/Mary_Cassatt_004.jpg;1901;Mary_Cassatt_004.jpg;1901;KSC94w;;;;;;;
oil on canvas;Charles Jervas;Porträt der Lady Mary Wortley Montagu;https://upload.wikimedia.org/wikipedia/commons/f/f6/Mary_Wortley_Montagu_by_Charles_Jervas%2C_after_1716.jpg;after 1716;Mary_Wortley_Montagu_by_Charles_Jervas%2C_after_1716.jpg;1716;KSC94w;;;;;;;
oil on poplar wood;Masaccio;Date;https://upload.wikimedia.org/wikipedia/commons/1/17/Masaccio_-_Desco_da_parto.jpg;1420;Masaccio_-_Desco_da_parto.jpg;1420;KSC94w;;;;;;;
color on poplar wood;Masaccio;The Adoration of the Magi;https://upload.wikimedia.org/wikipedia/commons/0/09/Masaccio_001.jpg;1425-1428;Masaccio_001.jpg;1428;KSC94w;;;;;;;
oil on poplar wood;Masaccio;Description;https://upload.wikimedia.org/wikipedia/commons/0/0e/Masaccio_002.2.jpg;1420;Masaccio_002.2.jpg;1420;KSC94w;;;;;;;
fresco;Masaccio;Trinity;https://upload.wikimedia.org/wikipedia/commons/5/5e/Masaccio_003.jpg;1427;Masaccio_003.jpg;1427;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen;https://upload.wikimedia.org/wikipedia/commons/6/6e/Masaccio_004.jpg;1425-1428;Masaccio_004.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Christus;https://upload.wikimedia.org/wikipedia/commons/9/9c/Masaccio_005.jpg;1424-1425;Masaccio_005.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Jünger;https://upload.wikimedia.org/wikipedia/commons/0/0c/Masaccio_006.jpg;1424-1425;Masaccio_006.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Kopf des Petrus;https://upload.wikimedia.org/wikipedia/commons/9/91/Masaccio_007.jpg;1425-1428;Masaccio_007.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Kopf eines Apostels;https://upload.wikimedia.org/wikipedia/commons/2/26/Masaccio_008.jpg;1424-1425;Masaccio_008.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Petrus;https://upload.wikimedia.org/wikipedia/commons/f/f3/Masaccio_009.jpg;1425-1428;Masaccio_009.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Petrus bezahlt den Zöllner;https://upload.wikimedia.org/wikipedia/commons/a/ae/Masaccio_010.jpg;1424-1425;Masaccio_010.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;The Tribute Money;https://upload.wikimedia.org/wikipedia/commons/a/a1/Masaccio_011.jpg;1424-1425;Masaccio_011.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Der Zinsgroschen, Detail: Petrus und Fisch;https://upload.wikimedia.org/wikipedia/commons/5/57/Masaccio_012.jpg;1424-1425;Masaccio_012.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Die Taufe eines Bekehrten;https://upload.wikimedia.org/wikipedia/commons/b/ba/Masaccio_013.jpg;1425-1428;Masaccio_013.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Erweckung des Sohnes des Theophilus, Fürst von Antiochien, Detail: Kopf des Paulus;https://upload.wikimedia.org/wikipedia/commons/4/42/Masaccio_014.jpg;1425-1428;Masaccio_014.jpg;1428;KSC94w;;;;;;;
fresco;Masolino da Panicale;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Heilung eines Lahmen durch Petrus und Johannes und Auferstehung der Tabitha, von Masaccio: Architektur im Hintergrund;https://upload.wikimedia.org/wikipedia/commons/7/72/Masaccio_018.jpg;1425;Masaccio_018.jpg;1425;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Petrus in Kathedra;https://upload.wikimedia.org/wikipedia/commons/a/a1/Masaccio_019.jpg;1425-1428;Masaccio_019.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Petrus in Kathedra, Detail: Kopf des Petrus;https://upload.wikimedia.org/wikipedia/commons/9/9a/Masaccio_020.jpg;1425-1428;Masaccio_020.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Petrus verteilt Almosen an die Gemeinde und Tod des Ananias und seiner Frau;https://upload.wikimedia.org/wikipedia/commons/2/24/Masaccio_021.jpg;1425-1428;Masaccio_021.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Petrus verteilt Almosen an die Gemeinde und Tod des Ananias und seiner Frau, Detail: Landschaft;https://upload.wikimedia.org/wikipedia/commons/4/4c/Masaccio_022.jpg;1425-1428;Masaccio_022.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Schattenheilung des Petrus;https://upload.wikimedia.org/wikipedia/commons/d/d6/Masaccio_023.jpg;1425-1428;Masaccio_023.jpg;1428;KSC94w;;;;;;;
fresco;Masaccio;Freskenzyklus der Brancacci-Kapelle in Santa Maria del Carmine in Florenz, Szenen aus dem Leben Petri, Szene: Schattenheilung des Petrus, Detail;https://upload.wikimedia.org/wikipedia/commons/5/5a/Masaccio_024.jpg;1425-1428;Masaccio_024.jpg;1428;KSC94w;;;;;;;
