medium;painter;title;url;year;local_filename;year_unambiguous;Observer;SessionID;FlippedLR;Confidence;Estimates;Duration;Painting CenterXY;Painting size
Tempera auf Holz;Fra Angelico;Aufnahme des Namens für die Taufe, Fragment eines Polyptychon;https://upload.wikimedia.org/wikipedia/commons/5/59/Fra_Angelico_002.jpg;1428-1430;Fra_Angelico_002.jpg;1430;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Bildzyklus zu Szenen aus dem Leben Christi für einen Schrank zur Aufbewahrung von Silbergeschirr, Szene:;https://upload.wikimedia.org/wikipedia/commons/7/7e/Fra_Angelico_003.jpg;1450;Fra_Angelico_003.jpg;1450;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Bildzyklus zu Szenen aus dem Leben Christi für einen Schrank zur Aufbewahrung von Silbergeschirr, Szene:;https://upload.wikimedia.org/wikipedia/commons/e/ef/Fra_Angelico_004.jpg;1450;Fra_Angelico_004.jpg;1450;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Bildzyklus zu Szenen aus dem Leben Christi für einen Schrank zur Aufbewahrung von Silbergeschirr, Szene:;https://upload.wikimedia.org/wikipedia/commons/6/66/Fra_Angelico_005.jpg;1450;Fra_Angelico_005.jpg;1450;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Bildzyklus zu Szenen aus dem Leben Christi für einen Schrank zur Aufbewahrung von Silbergeschirr, Szene:;https://upload.wikimedia.org/wikipedia/commons/c/c5/Fra_Angelico_006.jpg;1450;Fra_Angelico_006.jpg;1450;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Bildzyklus zu Szenen aus dem Leben Christi für einen Schrank zur Aufbewahrung von Silbergeschirr, Szenenfolge;https://upload.wikimedia.org/wikipedia/commons/e/e8/Fra_Angelico_007.jpg;1450;Fra_Angelico_007.jpg;1450;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Bildzyklus zu Szenen aus dem Leben Christi für einen Schrank zur Aufbewahrung von Silbergeschirr, Szenenfolge;https://upload.wikimedia.org/wikipedia/commons/e/e1/Fra_Angelico_008.jpg;1450;Fra_Angelico_008.jpg;1450;KSC94w;;;;;;;
tempera on wood;Fra Angelico;The Last Judgment;https://upload.wikimedia.org/wikipedia/commons/3/3b/Fra_Angelico_009.jpg;1431;Fra_Angelico_009.jpg;1431;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Das Jüngste Gericht, Detail;https://upload.wikimedia.org/wikipedia/commons/e/ed/Fra_Angelico_010.jpg;1432-1435;Fra_Angelico_010.jpg;1435;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Das Jüngste Gericht, Detail;https://upload.wikimedia.org/wikipedia/commons/3/3a/Fra_Angelico_011.jpg;1432-1435;Fra_Angelico_011.jpg;1435;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Der Gekreuzigte und San Domenico;https://upload.wikimedia.org/wikipedia/commons/9/9f/Fra_Angelico_012.jpg;1437-1446;Fra_Angelico_012.jpg;1446;KSC94w;;;;;;;
Holz;Fra Angelico;';https://upload.wikimedia.org/wikipedia/commons/c/c4/Fra_Angelico_013.jpg;1445;Fra_Angelico_013.jpg;1445;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/e/e5/Fra_Angelico_014.jpg;c. 1437-1446;Fra_Angelico_014.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/9/98/Fra_Angelico_015.jpg;1437-1446;Fra_Angelico_015.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/1/1a/Fra_Angelico_016.jpg;1437-1446;Fra_Angelico_016.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/b/b6/Fra_Angelico_017.jpg;1437-1446;Fra_Angelico_017.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Español:;https://upload.wikimedia.org/wikipedia/commons/8/8b/Fra_Angelico_018.jpg;1437-1446;Fra_Angelico_018.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Die Drei Marien am Grabe Christi;https://upload.wikimedia.org/wikipedia/commons/2/25/Fra_Angelico_019.jpg;1437-1446;Fra_Angelico_019.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Gefangennahme Christi, mit Judaskuß und Petrus, der dem Knecht Malchus ein Ohr abschneidet;https://upload.wikimedia.org/wikipedia/commons/f/fb/Fra_Angelico_020.jpg;1437-1446;Fra_Angelico_020.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Grablegung Christi;https://upload.wikimedia.org/wikipedia/commons/7/7c/Fra_Angelico_021.jpg;1437-1446;Fra_Angelico_021.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Grablegung Christi, Detail;https://upload.wikimedia.org/wikipedia/commons/a/a7/Fra_Angelico_022.jpg;1437-1446;Fra_Angelico_022.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/6/6b/Fra_Angelico_023.jpg;1437-1446;Fra_Angelico_023.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Höllenfahrt Christi, Erlösung alttestamentarischer Personen (Adam);https://upload.wikimedia.org/wikipedia/commons/a/af/Fra_Angelico_024.jpg;1437-1446;Fra_Angelico_024.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/3/34/Fra_Angelico_025.jpg;1437-1446;Fra_Angelico_025.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/f/ff/Fra_Angelico_026.jpg;1437-1446;Fra_Angelico_026.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/1/1a/Fra_Angelico_027.jpg;1437-1446;Fra_Angelico_027.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Kreuzigung mit Maria und Hl. Dominikus, Golgathaberg und Schädel Adams;https://upload.wikimedia.org/wikipedia/commons/1/1b/Fra_Angelico_028.jpg;1437-1446;Fra_Angelico_028.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Kreuzigung mit Maria und Hl. Dominikus und Maria Magdalena;https://upload.wikimedia.org/wikipedia/commons/b/b7/Fra_Angelico_029.jpg;1437-1446;Fra_Angelico_029.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/7/73/Fra_Angelico_031.jpg;1437-1446;Fra_Angelico_031.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Kreuzigung mit trauernden Marien und Heiligen am Fuße des Kreuzes, Detail: Kopf des Hl. Romualdus;https://upload.wikimedia.org/wikipedia/commons/9/92/Fra_Angelico_032.jpg;1437-1446;Fra_Angelico_032.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/f/f4/Fra_Angelico_033.jpg;1437-1446;Fra_Angelico_033.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/6/64/Fra_Angelico_035.jpg;1437-1446;Fra_Angelico_035.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/b/b1/Fra_Angelico_036.jpg;1437-1446;Fra_Angelico_036.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Maria mit dem Christuskind und Heilige: v.l. Hl. Dominikus, Kosmas, Damian, Markus und re. Evangelist Johannes, Thomas v. Aquin, Märtyrer Laurentius und Petrus;https://upload.wikimedia.org/wikipedia/commons/9/98/Fra_Angelico_037.jpg;1437-1446;Fra_Angelico_037.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/c/c8/Fra_Angelico_038.jpg;1437-1446;Fra_Angelico_038.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/2/2d/Fra_Angelico_039.jpg;1437-1446;Fra_Angelico_039.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/9/92/Fra_Angelico_040.jpg;1437-1446;Fra_Angelico_040.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/4/44/Fra_Angelico_041.jpg;1437-1446;Fra_Angelico_041.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verklärung Christi (;https://upload.wikimedia.org/wikipedia/commons/2/25/Fra_Angelico_042_adjusted.jpg;1437-1446;Fra_Angelico_042_adjusted.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verklärung Christi (;https://upload.wikimedia.org/wikipedia/commons/1/10/Fra_Angelico_042.jpg;1437-1446;Fra_Angelico_042.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/e/ed/Fra_Angelico_043.jpg;1437-1446;Fra_Angelico_043.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verkündigung, Detail:;https://upload.wikimedia.org/wikipedia/commons/5/57/Fra_Angelico_044.jpg;1437-1446;Fra_Angelico_044.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verkündigung, Detail: Gesicht des Verkündigungsengels;https://upload.wikimedia.org/wikipedia/commons/2/21/Fra_Angelico_045.jpg;1437-1446;Fra_Angelico_045.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verkündigung, Detail:;https://upload.wikimedia.org/wikipedia/commons/e/e2/Fra_Angelico_046.jpg;1437-1446;Fra_Angelico_046.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verkündigung, Detail:;https://upload.wikimedia.org/wikipedia/commons/7/73/Fra_Angelico_047.jpg;1437-1446;Fra_Angelico_047.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verkündigung, Detail:;https://upload.wikimedia.org/wikipedia/commons/c/cd/Fra_Angelico_048.jpg;1437-1446;Fra_Angelico_048.jpg;1446;KSC94w;;;;;;;
fresco;{{creator:|Permission=[1]}};Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/0/0b/Fra_Angelico_049.jpg;1437-1446;Fra_Angelico_049.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene:;https://upload.wikimedia.org/wikipedia/commons/9/93/Fra_Angelico_051.jpg;1437-1446;Fra_Angelico_051.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verspottung Christi, Detail:;https://upload.wikimedia.org/wikipedia/commons/b/ba/Fra_Angelico_052.jpg;1437-1446;Fra_Angelico_052.jpg;1446;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus im Dominikanerkloster San Marco in Florenz, Szene: Verspottung Christi, Detail:;https://upload.wikimedia.org/wikipedia/commons/4/4a/Fra_Angelico_053.jpg;1437-1446;Fra_Angelico_053.jpg;1446;KSC94w;;;;;;;
fresco;Creator:Fra Angelico;Freskenzyklus zum Leben der Heiligen Stephan und Laurentius, Szene:;https://upload.wikimedia.org/wikipedia/commons/0/0e/Fra_Angelico_054.jpg;1447-1450;Fra_Angelico_054.jpg;1450;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus zum Leben der Heiligen Stephan und Laurentius,;https://upload.wikimedia.org/wikipedia/commons/3/3a/Fra_Angelico_055.jpg;1447-1450;Fra_Angelico_055.jpg;1450;KSC94w;;;;;;;
Fresko;Fra Angelico;Freskenzyklus zum Leben der Heiligen Stephan und Laurentius, Szene: Vor seiner Hinrichtung übergibt der Papst dem Hl. Laurentius den Kirchenschatz;https://upload.wikimedia.org/wikipedia/commons/f/fb/Fra_Angelico_056.jpg;1447-1450;Fra_Angelico_056.jpg;1450;KSC94w;;;;;;;
fresco;Fra Angelico;Freskenzyklus zum Leben der Heiligen Stephan und Laurentius, Szene: Vor seiner Hinrichtung übergibt der Papst dem Hl. Laurentius den Kirchenschatz, Detail;https://upload.wikimedia.org/wikipedia/commons/1/16/Fra_Angelico_057.jpg;1447-1450;Fra_Angelico_057.jpg;1450;KSC94w;;;;;;;
Fresko;Fra Angelico;Freskenzyklus zum Leben der Heiligen Stephan und Laurentius, Szene: Weihe des Hl. Laurentius zum Diakon durch den Papst Sixtus;https://upload.wikimedia.org/wikipedia/commons/1/12/Fra_Angelico_058.jpg;1447-1450;Fra_Angelico_058.jpg;1450;KSC94w;;;;;;;
Tempera auf Öl;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Haupttafel: Thronende Madonna und Heilige, Detail: Kreuzigungsszene im Vordergrund;https://upload.wikimedia.org/wikipedia/commons/0/06/Fra_Angelico_059.jpg;1438-1440;Fra_Angelico_059.jpg;1440;KSC94w;;;;;;;
Tempera auf Öl;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Haupttafel: Thronende Madonna und Heilige, Kosmas und Damian im Vordergrund kniend;https://upload.wikimedia.org/wikipedia/commons/3/30/Fra_Angelico_060.jpg;1438-1440;Fra_Angelico_060.jpg;1440;KSC94w;;;;;;;
Tempera auf Öl;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, achte Szene: Martyrium der Heiligen Kosmas und Damian, Grablegung der beiden Heiligen;https://upload.wikimedia.org/wikipedia/commons/5/50/Fra_Angelico_061.jpg;1438-1440;Fra_Angelico_061.jpg;1440;KSC94w;;;;;;;
Tempera auf Öl;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, erste Szene: Die Heilung des Palladius;https://upload.wikimedia.org/wikipedia/commons/9/9b/Fra_Angelico_062.jpg;1438-1440;Fra_Angelico_062.jpg;1440;KSC94w;;;;;;;
tempera on oil;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella:;https://upload.wikimedia.org/wikipedia/commons/0/0f/Fra_Angelico_063.jpg;1438-1440;Fra_Angelico_063.jpg;1440;KSC94w;;;;;;;
tempera and oil;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, neunte Szene: Wundersame Anheilung des Beines eines Afrikaners an einen einen Kirchendiener;https://upload.wikimedia.org/wikipedia/commons/7/74/Fra_Angelico_064.jpg;1438-1440;Fra_Angelico_064.jpg;1440;KSC94w;;;;;;;
tempera on oil;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, sechste Szene:;https://upload.wikimedia.org/wikipedia/commons/4/48/Fra_Angelico_065.jpg;1438-1440;Fra_Angelico_065.jpg;1440;KSC94w;;;;;;;
tempera on poplar wood;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, siebente Szene: Martyrium der Heiligen Kosmas und Damian, Enthauptung der beiden Heiligen;https://upload.wikimedia.org/wikipedia/commons/3/35/Fra_Angelico_066.jpg;1443;Fra_Angelico_066.jpg;1443;KSC94w;;;;;;;
Tempera auf Öl;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, vierte Szene: Martyrium der Heiligen Kosmas und Damian, Wundersame Erettung vor dem Feuertod;https://upload.wikimedia.org/wikipedia/commons/2/2c/Fra_Angelico_067.jpg;1438-1440;Fra_Angelico_067.jpg;1440;KSC94w;;;;;;;
tempera on oil;Fra Angelico;Hauptaltar der Heiligen Kosmas und Damian aus dem Dominikanerklosters San Marco in Florenz, Predella, zweite Szene:;https://upload.wikimedia.org/wikipedia/commons/6/6f/Fra_Angelico_068.jpg;1438-1440;Fra_Angelico_068.jpg;1440;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Haupttafel des Altarretabels zum Leben Marias, Szene: Die Verkündigung;https://upload.wikimedia.org/wikipedia/commons/9/96/Fra_Angelico_069.jpg;1433-1434;Fra_Angelico_069.jpg;1434;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Haupttafel des Altarretabels zum Leben Marias, Szene: Die Verkündigung, Detail;https://upload.wikimedia.org/wikipedia/commons/9/93/Fra_Angelico_070.jpg;1433-1434;Fra_Angelico_070.jpg;1434;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Haupttafel des Altarretabels zum Leben Marias, Szene: Verkündigung, Detail;https://upload.wikimedia.org/wikipedia/commons/f/fb/Fra_Angelico_071.jpg;1433-1434;Fra_Angelico_071.jpg;1434;KSC94w;;;;;;;
fresco;Fra Angelico;Hl. Dominikus am Kreuze Christi;https://upload.wikimedia.org/wikipedia/commons/d/d2/Fra_Angelico_072.jpg;1437-1446;Fra_Angelico_072.jpg;1446;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Kreuzabnahme;https://upload.wikimedia.org/wikipedia/commons/5/5f/Fra_Angelico_073.jpg;1437-1440;Fra_Angelico_073.jpg;1440;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Kreuzabnahme, Detail;https://upload.wikimedia.org/wikipedia/commons/6/6c/Fra_Angelico_074.jpg;1437-1440;Fra_Angelico_074.jpg;1440;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Kreuzabnahme, Detail: Landschaft;https://upload.wikimedia.org/wikipedia/commons/7/78/Fra_Angelico_075.jpg;1437-1440;Fra_Angelico_075.jpg;1440;KSC94w;;;;;;;
tempera on panel;Fra Angelico;The Deposition;https://upload.wikimedia.org/wikipedia/commons/4/49/Fra_Angelico_076.jpg;1436;Fra_Angelico_076.jpg;1436;KSC94w;;;;;;;
Tempera, von Holz auf Leinwand;Fra Angelico;Maria mit dem Kind und Engeln, Haupttafel eines Triptychons mit zwei Heiligen je Flügel, Predellatafeln zum Leben des Hl. Dominikus und Giebelszenen;https://upload.wikimedia.org/wikipedia/commons/a/a8/Fra_Angelico_079.jpg;1435-1436;Fra_Angelico_079.jpg;1436;KSC94w;;;;;;;
fresco;Fra Angelico;Maria mit den Heiligen Dominikus und Thomas;https://upload.wikimedia.org/wikipedia/commons/a/a3/Fra_Angelico_080.jpg;1420;Fra_Angelico_080.jpg;1420;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Marienkrönung;https://upload.wikimedia.org/wikipedia/commons/8/83/Fra_Angelico_081.jpg;1434-1435;Fra_Angelico_081.jpg;1435;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Marienkrönung, Detail;https://upload.wikimedia.org/wikipedia/commons/d/d7/Fra_Angelico_083.jpg;1434-1435;Fra_Angelico_083.jpg;1435;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Marienkrönung, Detail;https://upload.wikimedia.org/wikipedia/commons/f/fc/Fra_Angelico_084.jpg;1434-1435;Fra_Angelico_084.jpg;1435;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Marienkrönung, Detail;https://upload.wikimedia.org/wikipedia/commons/b/b8/Fra_Angelico_085.jpg;1434-1435;Fra_Angelico_085.jpg;1435;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Predellatafel des Triptychons von San Domenico in Perugia zum Leben des Hl. Nikolaus von Bari, Szene: Geburt, Erziehung durch den Bischof, N. wirft goldene Kugeln in Zimmer dreier Jungfrauen;https://upload.wikimedia.org/wikipedia/commons/c/cb/Fra_Angelico_086.jpg;1437;Fra_Angelico_086.jpg;1437;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Predellatafel des Triptychons von San Domenico in Perugia zum Leben des Hl. Nikolaus von Bari, Szene: Rettung der Seeleute und Bewahrung dreier Verurteilter vor dem Tod;https://upload.wikimedia.org/wikipedia/commons/b/b2/Fra_Angelico_087.jpg;1437;Fra_Angelico_087.jpg;1437;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Predellatafel des Triptychons von San Domenico in Perugia zum Leben des Hl. Nikolaus von Bari, Szene: Rettung der Seeleute und Bewahrung dreier Verurteilter vor dem Tod, Detail;https://upload.wikimedia.org/wikipedia/commons/0/04/Fra_Angelico_088.jpg;1437;Fra_Angelico_088.jpg;1437;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Predellatafel des Triptychons von San Domenico in Perugia zum Leben des Hl. Nikolaus von Bari, Szene: Tod des Hl. Nikolaus von Bari und Himmelfahrt des Heiligen;https://upload.wikimedia.org/wikipedia/commons/2/20/Fra_Angelico_089.jpg;1437;Fra_Angelico_089.jpg;1437;KSC94w;;;;;;;
tempera on panel;Fra Angelico;Schädel Adams am Berge Golgatha, Detail einer Kreuzigung mit Hl. Nikolaus und Hl. Franziskus;https://upload.wikimedia.org/wikipedia/commons/e/ef/Fra_Angelico_090.jpg;1435;Fra_Angelico_090.jpg;1435;KSC94w;;;;;;;
fresco;Fra Angelico;Szenen aus dem Leben der Heiligen Stephan und Laurentius;https://upload.wikimedia.org/wikipedia/commons/e/e1/Fra_Angelico_091.jpg;1448-1450;Fra_Angelico_091.jpg;1450;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Tabernakel der Flachsweber-Zunft von Florenz, linke Predellatafel, Szene: Predigt des Hl. Petrus in Anwesenheit des Hl. Markus;https://upload.wikimedia.org/wikipedia/commons/f/ff/Fra_Angelico_092.jpg;1433;Fra_Angelico_092.jpg;1433;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Tabernakel der Flachsweber-Zunft von Florenz, rechte Predellatafel, Szene: Martyrium des Hl. Markus;https://upload.wikimedia.org/wikipedia/commons/e/e1/Fra_Angelico_093.jpg;1433;Fra_Angelico_093.jpg;1433;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Thronende Maria mit dem Kind und Heiligen;https://upload.wikimedia.org/wikipedia/commons/5/52/Fra_Angelico_094.jpg;1437-1440;Fra_Angelico_094.jpg;1440;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Verkündigung an Maria, Altarretabel mit 5 Predellatafeln aus dem Marienleben, Haupttafel, Szene: Verkündigung;https://upload.wikimedia.org/wikipedia/commons/2/28/Fra_Angelico_095.jpg;1430-1432;Fra_Angelico_095.jpg;1432;KSC94w;;;;;;;
Tempera auf Holz;Fra Angelico;Verkündigung an Maria, Altarretabel mit 5 Predellatafeln aus dem Marienleben, Haupttafel, Szene: Verkündigung, Detail: Adam und Eva Vertreibung aus dem Paradies;https://upload.wikimedia.org/wikipedia/commons/9/97/Fra_Angelico_096.jpg;1430-1432;Fra_Angelico_096.jpg;1432;KSC94w;;;;;;;
oil on canvas;Fra Bartolomeo;Die Anbetung des Kindes, Tondo;https://upload.wikimedia.org/wikipedia/commons/b/bc/Fra_Bartolomeo_001.jpg;1499;Fra_Bartolomeo_001.jpg;1499;KSC94w;;;;;;;
color on canvas;Fra Bartolomeo;Gottvater mit den Hll. Maria Magdalena und Katharina von Siena;https://upload.wikimedia.org/wikipedia/commons/0/07/Fra_Bartolomeo_002.jpg;1509;Fra_Bartolomeo_002.jpg;1509;KSC94w;;;;;;;
color on wood;Fra Bartolomeo;Grablegung Christi;https://upload.wikimedia.org/wikipedia/commons/1/1d/Fra_Bartolomeo_003.jpg;1516;Fra_Bartolomeo_003.jpg;1516;KSC94w;;;;;;;
color on wood;Fra Bartolomeo;Maria mit Heiligen und dem Stifter Ferry Carandolet;https://upload.wikimedia.org/wikipedia/commons/d/d4/Fra_Bartolomeo_004.jpg;1511-1512;Fra_Bartolomeo_004.jpg;1512;KSC94w;;;;;;;
color on wood;Fra Bartolomeo;Vermählung der Hl. Katharina;https://upload.wikimedia.org/wikipedia/commons/4/46/Fra_Bartolomeo_005.jpg;1511;Fra_Bartolomeo_005.jpg;1511;KSC94w;;;;;;;
tempera on panel;Filippo Lippi;Madonna with child and two Angels;https://upload.wikimedia.org/wikipedia/commons/a/a1/Fra_Filippo_Lippi_-_Madonna_and_Child_with_two_Angels_-_Uffizi.jpg;1465;Fra_Filippo_Lippi_-_Madonna_and_Child_with_two_Angels_-_Uffizi.jpg;1465;KSC94w;;;;;;;
Pappelholz;Filippo Lippi;Ambrosius-Legende;https://upload.wikimedia.org/wikipedia/commons/6/62/Fra_Filippo_Lippi_001.jpg;1441;Fra_Filippo_Lippi_001.jpg;1441;KSC94w;;;;;;;
Holz;Filippo Lippi;Anbetung des Kindes und der Hl. Bernhard;https://upload.wikimedia.org/wikipedia/commons/0/0e/Fra_Filippo_Lippi_002.jpg;1459;Fra_Filippo_Lippi_002.jpg;1459;KSC94w;;;;;;;
fresco;Filippo Lippi;Aufbahrung des Hl. Stephan;https://upload.wikimedia.org/wikipedia/commons/7/79/Fra_Filippo_Lippi_003.jpg;1452-1464;Fra_Filippo_Lippi_003.jpg;1464;KSC94w;;;;;;;
Holz;Filippo Lippi;Die Anbetung der Könige, Tondo;https://upload.wikimedia.org/wikipedia/commons/a/a8/Fra_Filippo_Lippi_005.jpg;1445;Fra_Filippo_Lippi_005.jpg;1445;KSC94w;;;;;;;
