imgname;title;painter;year;medium;image-URL;page-URL;OriginCountry
1869_HansVonMarees_HlMartinUndDer.jpg;Hl. Martin und der Bettler;Hans von Marées;1869;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/5f/Hans_von_Mar%C3%A9es_006.jpg;https://commons.wikimedia.org/wiki/File:Hans_von_Mar%C3%A9es_006.jpg;Germany
1881_HansVonMarees_PferdefuehrerUnd.jpg;Pferdeführer und Nymphe Raub der Helena;Hans von Marées;1881-1883;color on wood;https://upload.wikimedia.org/wikipedia/commons/f/fb/Hans_von_Mar%C3%A9es_007.jpg;https://commons.wikimedia.org/wiki/File:Hans_von_Mar%C3%A9es_007.jpg;Germany
1863_HansVonMarees_SelbstportraetMarees.jpg;Selbstporträt Marées und Porträt Lenbachs Doppelporträt;Hans von Marées;1863;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/2f/Hans_von_Mar%C3%A9es_009.jpg;https://commons.wikimedia.org/wiki/File:Hans_von_Mar%C3%A9es_009.jpg;No information
1430_HansVonTuebingen_Crucifixion.jpg;Crucifixion;Hans von Tübingen;circa 1430;color on wood;https://upload.wikimedia.org/wikipedia/commons/f/f0/Hans_von_Tubingen_00fragment.jpg;https://commons.wikimedia.org/wiki/File:Hans_von_Tubingen_00fragment.jpg;No information
1430_HansVonTuebingen_Crucifixion.jpg;Crucifixion;Hans von Tübingen;circa 1430;color on wood;https://upload.wikimedia.org/wikipedia/commons/7/7a/Hans_von_T%C3%BCbingen_001.jpg;https://commons.wikimedia.org/wiki/File:Hans_von_T%C3%BCbingen_001.jpg;Germany
1581_LucasCranachTheYounger_HansVonLindau.jpg; Hans von Lindau;Lucas Cranach the Younger;circa 1581; Lindenholz;https://upload.wikimedia.org/wikipedia/commons/e/eb/Hans-von-Lindau_1581.jpg;https://commons.wikimedia.org/wiki/File:Hans-von-Lindau_1581.jpg;No information
844_Haregarius_MaiestasDomini.jpg; Maiestas Domini;Haregarius;844-851; Pergament;https://upload.wikimedia.org/wikipedia/commons/3/32/Haregarius_001.jpg;https://commons.wikimedia.org/wiki/File:Haregarius_001.jpg;Germany
1700_HarmenHals_Bauernhochzeit.jpg;Bauernhochzeit;Harmen Hals; 2. Drittel 17. Jh.;oil on oak panel;https://upload.wikimedia.org/wikipedia/commons/b/b6/Harmen_Hals_-_Peasants_at_a_Wedding_Feast.jpg;https://commons.wikimedia.org/wiki/File:Harmen_Hals_-_Peasants_at_a_Wedding_Feast.jpg;Netherlands Holland
1916_HaroldGilman_PortraetDerMrs.jpg; Porträt der Mrs. Mounter am Frühstückstisch;Harold Gilman;1916; Leinwand;https://upload.wikimedia.org/wikipedia/commons/3/39/Harold_Gilman_001.jpg;https://commons.wikimedia.org/wiki/File:Harold_Gilman_001.jpg;Great Britain
1859_FrancescoHayez_SusannaAtHerBath.jpg;Susanna at her Bath;Francesco Hayez;1859;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/f/fb/Francesco_Hayez_054.jpg;https://commons.wikimedia.org/wiki/File:Francesco_Hayez_054.jpg;Italy
1790_HeinrichFueger_HinrichtungEiner.jpg; Hinrichtung einer Vestalin;Heinrich Füger;1790-1815;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/89/Heinrich_Friedrich_F%C3%BCger_001.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Friedrich_F%C3%BCger_001.jpg;Germany
1790_HeinrichFueger_HinrichtungEiner.jpg; Hinrichtung einer Vestalin, ?;Heinrich Füger;1790-1815;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/7/77/Heinrich_Friedrich_F%C3%BCger_002.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Friedrich_F%C3%BCger_002.jpg;Germany
1795_HeinrichFueger_PortraitOfMarie.jpg;Portrait of Marie Thérèse of France 1778-1851;Heinrich Füger;after 1795;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/3f/Heinrich_Friedrich_F%C3%BCger_003.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Friedrich_F%C3%BCger_003.jpg;Germany
1797_HeinrichFueger_PortraitOfFranz.jpg;Portrait of Franz Joseph Graf Saurau;Heinrich Füger;circa 1797;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/1d/Heinrich_Friedrich_F%C3%BCger_004.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Friedrich_F%C3%BCger_004.jpg;Germany
1783_HeinrichFueger_PortraetDesFuersten.jpg;Porträt des Fürsten Nikolai Jussupow;Heinrich Füger;1783;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/58/Heinrich_Friedrich_F%C3%BCger_005.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Friedrich_F%C3%BCger_005.jpg;Germany
1792_HeinrichFueger_TodDerDido.jpg; Tod der Dido;Heinrich Füger;1792;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/dc/Heinrich_Friedrich_F%C3%BCger_006.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Friedrich_F%C3%BCger_006.jpg;Germany
1819_HeinrichMariaVonHess_LiebeGlaube.jpg; Liebe, Glaube, Hoffnung;Heinrich Maria von Hess;1819;oil on panel;https://upload.wikimedia.org/wikipedia/commons/d/db/Heinrich_Maria_von_Hess_001.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Maria_von_Hess_001.jpg;Germany
1874_WilhelmTruebner_BootsstegAufDer.jpg;Bootssteg auf der Herreninsel im Chiemsee;Wilhelm Trübner;1874;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/a/ac/Heinrich_Wilhelm_Tr%C3%BCbner_001.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Wilhelm_Tr%C3%BCbner_001.jpg;Germany
1876_WilhelmTruebner_DameInGrau.jpg;Dame in Grau;Wilhelm Trübner;1876;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/0/0d/Heinrich_Wilhelm_Tr%C3%BCbner_002.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Wilhelm_Tr%C3%BCbner_002.jpg;Germany
1880_WilhelmTruebner_Reiterportraet.jpg;Reiterporträt;Wilhelm Trübner;circa 1880;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/d/d8/Heinrich_Wilhelm_Tr%C3%BCbner_003.jpg;https://commons.wikimedia.org/wiki/File:Heinrich_Wilhelm_Tr%C3%BCbner_003.jpg;Germany
1630_HendrikCorneliszVroom_AusfahrtDer.jpg;Ausfahrt der OstIndiasegler;Hendrik Cornelisz. Vroom;circa 1630-1640;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/1b/Hendrick_Cornelisz._Vroom_001.jpg;https://commons.wikimedia.org/wiki/File:Hendrick_Cornelisz._Vroom_001.jpg;Netherlands Holland
1624_HendrickTerBrugghen_DerSingende.jpg;Der singende Lautenspieler;Hendrick ter Brugghen;1624;color on canvas;https://upload.wikimedia.org/wikipedia/commons/8/8c/Hendrick_Jansz._Terbrugghen_001.jpg;https://commons.wikimedia.org/wiki/File:Hendrick_Jansz._Terbrugghen_001.jpg;Netherlands Holland
1624_HendrickTerBrugghen_Floetenspieler.jpg;Flötenspieler;Hendrick ter Brugghen;circa 1624;color on canvas;https://upload.wikimedia.org/wikipedia/commons/1/11/Hendrick_Jansz._Terbrugghen_002.jpg;https://commons.wikimedia.org/wiki/File:Hendrick_Jansz._Terbrugghen_002.jpg;Netherlands Holland
1623_HendrickTerBrugghen_KnabeMitPfeife.jpg;Knabe mit Pfeife;Hendrick ter Brugghen;1623;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/2d/Hendrick_Jansz._Terbrugghen_003.jpg;https://commons.wikimedia.org/wiki/File:Hendrick_Jansz._Terbrugghen_003.jpg;Netherlands Holland
1600_HerriMetDeBles_DasKupferbergwerk.jpg;Das Kupferbergwerk;Herri met de Bles;mid 16;oil on panel;https://upload.wikimedia.org/wikipedia/commons/9/9c/Hendrick_met_de_Bles_001.jpg;https://commons.wikimedia.org/wiki/File:Hendrick_met_de_Bles_001.jpg;Netherlands
1615_HendrickAvercamp_Schlittschuhlaufen.jpg; Schlittschuhlaufen;Hendrick Avercamp;circa 1615;oil on panel;https://upload.wikimedia.org/wikipedia/commons/8/85/Hendrik_Avercamp_001.jpg;https://commons.wikimedia.org/wiki/File:Hendrik_Avercamp_001.jpg;Netherlands Holland
1608_HendrickAvercamp_WinterLandscape.jpg;Winter Landscape with Ice Skaters;Hendrick Avercamp;circa 1608;oil on panel;https://upload.wikimedia.org/wikipedia/commons/a/a4/Hendrik_Avercamp_002.jpg;https://commons.wikimedia.org/wiki/File:Hendrik_Avercamp_002.jpg;Netherlands Holland
1610_HendrickAvercamp_ASceneOnTheIce.jpg;A scene on the ice;Hendrick Avercamp;circa 1610-1620;oil on panel;https://upload.wikimedia.org/wikipedia/commons/5/57/Hendrik_Avercamp_003.jpg;https://commons.wikimedia.org/wiki/File:Hendrik_Avercamp_003.jpg;Netherlands Holland
1640_HendrikGerritszPot_FlorasMallewagen.jpg;Floras Mallewagen;Hendrik Gerritsz. Pot;1640;oil on panel;https://upload.wikimedia.org/wikipedia/commons/3/3d/Hendrik_Gerritsz._Pot_001.jpg;https://commons.wikimedia.org/wiki/File:Hendrik_Gerritsz._Pot_001.jpg;Netherlands
-100_HendrikVanDerBorchtTheElder_StillebenMit.jpg;Stilleben mit Raritätensammlung;Hendrik van der Borcht the Elder;first half of 16;oil on copper, Tondo;https://upload.wikimedia.org/wikipedia/commons/4/4e/Hendrik_van_der_Borcht_d._%C3%84._001.jpg;https://commons.wikimedia.org/wiki/File:Hendrik_van_der_Borcht_d._%C3%84._001.jpg;Germany
1412_na_TresRichesHeures.jpg; Très Riches Heures du Duc Jean de Berry Stundenbuch des Herzogs von Berry, Szene: Anbetung der Könige;null;1412-1416; Pergament;https://upload.wikimedia.org/wikipedia/commons/d/d5/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_001.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_001.jpg;No information
1385_na_TresRichesHeures.jpg; Très Riches Heures du Duc Jean de Berry Stundenbuch des Herzogs von Berry, Szene: Die Begegnung der Heiligen Drei Könige;null;1385-1416; Pergament;https://upload.wikimedia.org/wikipedia/commons/3/3c/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_002.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_002.jpg;No information
1412_na_TresRichesHeures.jpg; Très Riches Heures du Duc Jean de Berry Stundenbuch des Herzogs von Berry, Szene: Monatsbild April;null;1412-1416; Pergament;https://upload.wikimedia.org/wikipedia/commons/e/ec/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_003.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_003.jpg;No information
1412_LimbourgBrothers_TresRichesHeures.jpg;Très Riches Heures du duc de Berry;Limbourg brothers;between 1412 and 1416;painting on vellum;https://upload.wikimedia.org/wikipedia/commons/2/20/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_005.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_005.jpg;No information
1412_LimbourgBrothers_TresRichesHeures.jpg; Très Riches Heures du Duc Jean de Berry Stundenbuch des Herzogs von Berry, Szene: Monatsbild Januar, ?;Limbourg brothers;from 1412 until 1416;vellum;https://upload.wikimedia.org/wikipedia/commons/0/08/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_006.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_006.jpg;No information
1412_BarthelemyD'Eyck_TresRichesHeures.jpg; Très Riches Heures du Duc Jean de Berry Stundenbuch des Herzogs von Berry, Szene: Monatsbild März;Barthélemy d'Eyck;1412-1416; Pergament;https://upload.wikimedia.org/wikipedia/commons/f/f8/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_007.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_007.jpg;No information
1412_na_TresRichesHeures.jpg; Très Riches Heures du Duc Jean de Berry Stundenbuch des Herzogs von Berry, Szene: Plan der Stadt Rom;null;1412-1416; Pergament;https://upload.wikimedia.org/wikipedia/commons/a/a5/Hennequin_und_Herman_von%29_Br%C3%BCder_%28Pol_Limburg_009.jpg;https://commons.wikimedia.org/wiki/File:Hennequin_und_Herman_von_Br%C3%BCder_Pol_Limburg_009.jpg;No information
1415_HenriBellechose_AltarpieceOfSt.jpg;Altarpiece of St Denis in Paris, The Last Communion and Martyrdom of Saint Denis. ;Henri Bellechose;from 1415 until 1416;tempera and gold on canvas mounted on panel;https://upload.wikimedia.org/wikipedia/commons/6/64/Henri_Bellechose_001.jpg;https://commons.wikimedia.org/wiki/File:Henri_Bellechose_001.jpg;No information
1891_HenriDeToulouseLautrec_?eština.jpg;?eština:;Henri de Toulouse-Lautrec;1891;oil and gouache on cardboard;https://upload.wikimedia.org/wikipedia/commons/8/87/Henri_de_Toulouse-Lautrec_001.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_001.jpg;France
1892_ToulouseLautrecHenriDe_Français.jpg;Français :;Toulouse-Lautrec, Henri de;1892; Farblithographie plakat;https://upload.wikimedia.org/wikipedia/commons/f/fe/Henri_de_Toulouse-Lautrec_002.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_002.jpg;France
1892_ToulouseLautrecHenriDe_Français.jpg;Français :;Toulouse-Lautrec, Henri de;1892; Lithographie, Plakat;https://upload.wikimedia.org/wikipedia/commons/f/f1/Henri_de_Toulouse-Lautrec_003.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_003.jpg;France
1888_ToulouseLautrecHenriDe_AuCirqueFernando.jpg; Au cirque Fernando, l'écuyère Die Kunstreiterin im Zirkus Fernando;Toulouse-Lautrec, Henri de;1888;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/bd/Henri_de_Toulouse-Lautrec_004.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_004.jpg;No information
1890_HenriDeToulouseLautrec_AtTheMoulinRouge.jpg;At the Moulin Rouge, The Dance;Henri de Toulouse-Lautrec;1890;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/18/Henri_de_Toulouse-Lautrec_005.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_005.jpg;France
1895_ToulouseLautrecHenriDe_BallIm»Moulin.jpg;Ball im »Moulin Rouge« La Goulue und Valintin-le-Désossé;Toulouse-Lautrec, Henri de;1895;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/6/67/Henri_de_Toulouse-Lautrec_006.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_006.jpg;No information
1894_ToulouseLautrecHenriDe_BewohnerinEines.jpg; Bewohnerin eines Freudenhauses;Toulouse-Lautrec, Henri de;1894; Öl auf Karton;https://upload.wikimedia.org/wikipedia/commons/7/76/Henri_de_Toulouse-Lautrec_007.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_007.jpg;France
18921895_HenriDeToulouseLautrec_DasPromenoirDes.jpg; Das Promenoir des »Moulin Rouge«;Henri de Toulouse-Lautrec;1892, 1895;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/3a/Henri_de_Toulouse-Lautrec_008.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_008.jpg;France
1894_HenriDeToulouseLautrec_TheSofa.jpg;The Sofa;Henri de Toulouse-Lautrec;between circa 1894 and circa 1896;oil on cardboard;https://upload.wikimedia.org/wikipedia/commons/b/b4/Henri_de_Toulouse-Lautrec_009.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_009.jpg;France
1893_HenriDeToulouseLautrec_DerDiwan.jpg;Der Diwan;Henri de Toulouse-Lautrec;1893;color on cardboard;https://upload.wikimedia.org/wikipedia/commons/4/41/Henri_de_Toulouse-Lautrec_010.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_010.jpg;France
1882_HenriDeToulouseLautrec_?eština.jpg;?eština:;Henri de Toulouse-Lautrec;1882;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/36/Henri_de_Toulouse-Lautrec_011.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_011.jpg;France
1894_HenriDeToulouseLautrec_DerSalonInDerRue.jpg;Der Salon in der Rue des Moulins;Henri de Toulouse-Lautrec;1894;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b1/Henri_de_Toulouse-Lautrec_012.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_012.jpg;France
1898_HenriDeToulouseLautrec_DieBar.jpg;Die Bar;Henri de Toulouse-Lautrec;1898;oil on cardboard;https://upload.wikimedia.org/wikipedia/commons/8/85/Henri_de_Toulouse-Lautrec_013.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_013.jpg;France
1894_HenriDeToulouseLautrec_DieBeiden.jpg;Die beiden Freundinnen;Henri de Toulouse-Lautrec;1894;color on cardboard;https://upload.wikimedia.org/wikipedia/commons/3/3c/Henri_de_Toulouse-Lautrec_014.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_014.jpg;France
1884_HenriDeToulouseLautrec_Default.jpg;default;Henri de Toulouse-Lautrec;1884;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/e/e2/Henri_de_Toulouse-Lautrec_015.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_015.jpg;France
1881_HenriDeToulouseLautrec_DieMutterDes.jpg;Die Mutter des Künstlers, Gräfin Adèle de Toulouse-Lautrec beim Frühstück;Henri de Toulouse-Lautrec;1881-1883;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/f/f6/Henri_de_Toulouse-Lautrec_016.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_016.jpg;No information
1889_HenriDeToulouseLautrec_DieToilette.jpg; Die Toilette;Henri de Toulouse-Lautrec;1889;oil on cardboard;https://upload.wikimedia.org/wikipedia/commons/6/64/Henri_de_Toulouse-Lautrec_017.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_017.jpg;France
1892_ToulouseLautrecHenriDe_Français.jpg;Français :;Toulouse-Lautrec, Henri de;1892-1893; Farblithographie Plakat;https://upload.wikimedia.org/wikipedia/commons/3/3c/Henri_de_Toulouse-Lautrec_019.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_019.jpg;France
1880_HenriDeToulouseLautrec_DogCarDer.jpg;Dog-Car Der Einspänner;Henri de Toulouse-Lautrec;1880;color on wood;https://upload.wikimedia.org/wikipedia/commons/3/31/Henri_de_Toulouse-Lautrec_020.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_020.jpg;France
1880_HenriDeToulouseLautrec_FemmeDeMaison.jpg;Femme de Maison;Henri de Toulouse-Lautrec;circa 1880-1890;color on cardboard;https://upload.wikimedia.org/wikipedia/commons/b/b5/Henri_de_Toulouse-Lautrec_022.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_022.jpg;France
1891_ToulouseLautrecHenriDe_FrauImGarten.jpg; Frau im Garten;Toulouse-Lautrec, Henri de;1891; Pappe;https://upload.wikimedia.org/wikipedia/commons/9/9b/Henri_de_Toulouse-Lautrec_023.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_023.jpg;France
1881_HenriDeToulouseLautrec_LangSwitchErrorNo.jpg;LangSwitch Error: no default;Henri de Toulouse-Lautrec;1881;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/11/Henri_de_Toulouse-Lautrec_024.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_024.jpg;No information
1889_HenriDeToulouseLautrec_BallAtTheMoulin.jpg;Ball at the Moulin de la Galette;Henri de Toulouse-Lautrec;1889;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/f/f3/Henri_de_Toulouse-Lautrec_025.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_025.jpg;France
1890_HenriDeToulouseLautrec_ImMoulinRouge.jpg;Im Moulin-Rouge;Henri de Toulouse-Lautrec;circa 1890;pastel on paperboard;https://upload.wikimedia.org/wikipedia/commons/8/84/Henri_de_Toulouse-Lautrec_026.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_026.jpg;France
1892_HenriDeToulouseLautrec_Im»MoulinRouge«.jpg;Im »Moulin Rouge«: Beginn der Quadrille;Henri de Toulouse-Lautrec;1892;oil and gouache on cardboard;https://upload.wikimedia.org/wikipedia/commons/c/cc/Henri_de_Toulouse-Lautrec_027.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_027.jpg;No information
1892_HenriDeToulouseLautrec_ImMoulinRouge.jpg;Im Moulin Rouge, Zwei tanzende Frauen;Henri de Toulouse-Lautrec;1892;oil on cardboard;https://upload.wikimedia.org/wikipedia/commons/d/d7/Henri_de_Toulouse-Lautrec_028.jpg;https://commons.wikimedia.org/wiki/File:Henri_de_Toulouse-Lautrec_028.jpg;France
