imgname;title;painter;year;medium;image-URL;page-URL;OriginCountry
1721_Unknown_PortraitOfAnne.jpg;Portrait of Anne Pollard;Unknown;circa 1721;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/1d/Amerikanischer_Maler_von_1720_001.jpg;https://commons.wikimedia.org/wiki/File:Amerikanischer_Maler_von_1720_001.jpg;USA
1731_Unknown_PortraitOfJohnVan.jpg;Portrait of John van Cortlandt;Unknown;circa 1731;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/5/5d/Amerikanischer_Maler_von_1730_001.jpg;https://commons.wikimedia.org/wiki/File:Amerikanischer_Maler_von_1730_001.jpg;USA
1830_AmmiPhillips_PortraetDerHarriet.jpg; Porträt der Harriet Leavens;Ammi Phillips;circa 1830;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/1/19/Ammi_Phillips_001.jpg;https://commons.wikimedia.org/wiki/File:Ammi_Phillips_001.jpg;USA
1370_OrcagnaAndrea_DieMarienAmGrabe.jpg; Die Marien am Grabe;Orcagna, Andrea;1370-1371;oil on panel;https://upload.wikimedia.org/wikipedia/commons/e/ee/Andrea_%28Nachfolge%29_Orcagna_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Nachfolge_Orcagna_001.jpg;Italy
1807_AndreaAppiani_ApotheoseNapoleons.jpg; Apotheose Napoleons;Andrea Appiani;1807;fresco;https://upload.wikimedia.org/wikipedia/commons/4/43/Andrea_Appiani_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Appiani_001.jpg;Italy
1800_AndreaAppiani_PortraitOfEugene.jpg;Portrait of Eugène de Beauharnais 1781-1824;Andrea Appiani;circa 1800;pencil and watercolor;https://upload.wikimedia.org/wikipedia/commons/4/40/Andrea_Appiani_003.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Appiani_003.jpg;Italy
1600_AndreaBoscoli_GeburtDerJungfrau.jpg; Geburt der Jungfrau;Andrea Boscoli;circa 1600;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/3/3b/Andrea_Boscoli_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Boscoli_001.jpg;Italy
1445_AndreaDelCastagno_Abendmahl.jpg; Abendmahl;Andrea del Castagno;1445;fresco;https://upload.wikimedia.org/wikipedia/commons/0/00/Andrea_del_Castagno_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Castagno_001.jpg;Italy
1450_AndreaDelCastagno_David.jpg;David;Andrea del Castagno;circa 1450;leather;https://upload.wikimedia.org/wikipedia/commons/4/4c/Andrea_del_Castagno_002.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Castagno_002.jpg;Italy
1450_BotticiniFrancesco_HlSebastian.jpg;Hl. Sebastian;Botticini, Francesco;circa 1450;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/e/ea/Andrea_del_Castagno_003.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Castagno_003.jpg;Italy
1450_AndreaDelCastagno_PortraetDes.jpg;Porträt des Condottiere Pippo Spano;Andrea del Castagno;circa 1450; Fresko, auf Holz übertragen;https://upload.wikimedia.org/wikipedia/commons/1/1e/Andrea_del_Castagno_004.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Castagno_004.jpg;Italy
1450_AndreaDelCastagno_SibylleVonCumae.jpg;Sibylle von Cumae;Andrea del Castagno;circa 1450;fresco;https://upload.wikimedia.org/wikipedia/commons/5/57/Andrea_del_Castagno_005.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Castagno_005.jpg;Italy
1520_AndreaDelSarto_Italian.jpg;Italian: ;Andrea del Sarto;circa 1520-1530;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/4/4a/Andrea_del_Sarto_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_001.jpg;Italy
1517_AndreaDelSarto_DisputUeberDie.jpg; Disput über die Dreifaltigkeit;Andrea del Sarto;1517;oil on panel;https://upload.wikimedia.org/wikipedia/commons/c/cf/Andrea_del_Sarto_002.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_002.jpg;Italy
1517_AndreaDelSarto_Harpyienmadonna.jpg; Harpyienmadonna;Andrea del Sarto;1517;oil on panel;https://upload.wikimedia.org/wikipedia/commons/3/39/Andrea_del_Sarto_003.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_003.jpg;Italy
1520_AndreaDelSarto_MadonnaMit.jpg; Madonna mit Heiligen und einem Engel;Andrea del Sarto;circa 1520-1530;oil on panel;https://upload.wikimedia.org/wikipedia/commons/c/cf/Andrea_del_Sarto_004.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_004.jpg;Italy
1518_AndreaDelSarto_MadonnaMitHl.jpg; Madonna mit Hl. Johannes;Andrea del Sarto;circa 1518;oil on panel;https://upload.wikimedia.org/wikipedia/commons/9/91/Andrea_del_Sarto_005.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_005.jpg;Italy
1510_AndreaDelSarto_PortraetEines.jpg; Porträt eines jungen Mannes;Andrea del Sarto; nach 1510;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/8/88/Andrea_del_Sarto_007.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_007.jpg;Italy
1520_AndreaDelSarto_Beccuccio.jpg; Beccuccio Bicchieraio Portrait;Andrea del Sarto;circa 1520-1530;oil on panel;https://upload.wikimedia.org/wikipedia/commons/b/b5/Andrea_del_Sarto_008.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_008.jpg;Italy
1520_AndreaDelSarto_Verkuendigung.jpg; Verkündigung;Andrea del Sarto;circa 1520-1530;oil on panel;https://upload.wikimedia.org/wikipedia/commons/f/fc/Andrea_del_Sarto_009.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_009.jpg;Italy
1512_AndreaDelSarto_TheArchangel.jpg;The Archangel Raphael with Tobias, St. Leonard and the Donor, Leonardo di Lorenzo Morelli;Andrea del Sarto;1512;oil on panel;https://upload.wikimedia.org/wikipedia/commons/c/c9/Andrea_del_Sarto_010.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Sarto_010.jpg;No information
1475_AndreaDelVerrocchio_TheBaptismOf.jpg;The Baptism of Christ;Andrea del Verrocchio;circa 1475;oil on panel;https://upload.wikimedia.org/wikipedia/commons/b/bc/Andrea_del_Verrocchio%2C_Leonardo_da_Vinci_-_Baptism_of_Christ_-_Uffizi.jpg;https://commons.wikimedia.org/wiki/File:Andrea_del_Verrocchio,_Leonardo_da_Vinci_-_Baptism_of_Christ_-_Uffizi.jpg;Italy
1540_Bronzino_PortraitOfAndrea.jpg;Portrait of Andrea Doria as Neptun;Bronzino;circa 1540-1550;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/2/29/Andrea_Doria_as_Neptun_by_Angelo_Bronzino.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Doria_as_Neptun_by_Angelo_Bronzino.jpg;Italy
1590_AndreaLilio_DieGeschichteDes.jpg;Die Geschichte des Hl. Nikolaus;Andrea Lilio;circa 1590-1600;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/98/Andrea_Lilio_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Lilio_001.jpg;Italy
1461_AndreaMantegna_TheAdorationOfThe.jpg;The Adoration of the Magi;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/3/30/Andrea_Mantegna_001.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_001.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/a/a0/Andrea_Mantegna_002.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_002.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/a/a6/Andrea_Mantegna_003.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_003.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/2/27/Andrea_Mantegna_004.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_004.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/3/35/Andrea_Mantegna_005.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_005.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/3/38/Andrea_Mantegna_006.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_006.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/c/c5/Andrea_Mantegna_007.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_007.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/d/d6/Andrea_Mantegna_008.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_008.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/7/71/Andrea_Mantegna_009.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_009.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/1/11/Andrea_Mantegna_010.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_010.jpg;No information
1461_AndreaMantegna_TheCircumsicionOf.jpg;The Circumsicion of Jesus;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/3/32/Andrea_Mantegna_011.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_011.jpg;No information
1461_AndreaMantegna_TheAscension.jpg;The Ascension;Andrea Mantegna;circa 1461;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/6/66/Andrea_Mantegna_012.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_012.jpg;No information
1453_AndreaMantegna_JesusStLucas.jpg;Jesus, St. Lucas altarpiece;Andrea Mantegna;1453-1454;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/0/06/Andrea_Mantegna_013.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_013.jpg;Italy
1480_AndreaMantegna_MartyrdomOfSaint.jpg;Martyrdom of Saint Sebastian;Andrea Mantegna;circa 1480;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/8/8d/Andrea_Mantegna_014.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_014.jpg;No information
1453_AndreaMantegna_StJustineFrom.jpg;St. Justine from Padua;Andrea Mantegna;1453-1454;tempera on panel;https://upload.wikimedia.org/wikipedia/commons/4/42/Andrea_Mantegna_016.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_016.jpg;Italy
1453_na_JesusStLucas.jpg;Jesus, St. Lucas altarpiece;null;1453-1454;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/2/21/Andrea_Mantegna_017.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_017.jpg;Italy
1453_AndreaMantegna_StLucasAltarpiece.jpg;St. Lucas altarpiece;Andrea Mantegna;1453-1454;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/7/72/Andrea_Mantegna_018.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_018.jpg;No information
1453_AndreaMantegna_StLucasAltarpiece.jpg;St. Lucas altarpiece;Andrea Mantegna;1453-1454;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/b/b3/Andrea_Mantegna_019.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_019.jpg;Italy
1453_AndreaMantegna_StLucasAltarpiece.jpg;St. Lucas altarpiece;Andrea Mantegna;1453-1454;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/1/15/Andrea_Mantegna_020.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_020.jpg;Italy
1453_AndreaMantegna_StLucasAltarpiece.jpg;St. Lucas altarpiece;Andrea Mantegna;1453-1454;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/d/d8/Andrea_Mantegna_021.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_021.jpg;Italy
1459_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona;Andrea Mantegna;1459;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/b/ba/Andrea_Mantegna_022.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_022.jpg;No information
1459_AndreaMantegna_AltarretabelVon.jpg; Altarretabel von San Zeno in Verona, Triptychon,;Andrea Mantegna;1459;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/d/da/Andrea_Mantegna_023.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_023.jpg;No information
1457_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona, Triptychon,;Andrea Mantegna;between 1457 and 1460;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/a/ab/Andrea_Mantegna_024.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_024.jpg;No information
1457_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona, Triptychon,;Andrea Mantegna;between 1457 and 1460;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/2/26/Andrea_Mantegna_025.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_025.jpg;No information
1457_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona, Triptychon,;Andrea Mantegna;between 1457 and 1460;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/2/22/Andrea_Mantegna_026.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_026.jpg;No information
1457_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona, Triptychon,;Andrea Mantegna;between 1457 and 1460;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/0/05/Andrea_Mantegna_027.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_027.jpg;No information
1457_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona, Triptychon,;Andrea Mantegna;between 1457 and 1460;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/d/d2/Andrea_Mantegna_028.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_028.jpg;No information
1459_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona;Andrea Mantegna;1459;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/5/50/Andrea_Mantegna_030.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_030.jpg;No information
1459_AndreaMantegna_AltarretabelVonSan.jpg;Altarretabel von San Zeno in Verona;Andrea Mantegna;1459;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/0/0d/Andrea_Mantegna_031.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_031.jpg;No information
1459_AndreaMantegna_AltarretabelVon.jpg; Altarretabel von San Zeno in Verona, Triptychon, rechte Tafel: Hl. Benedikt, Hl. Laurentius, Hl. Gregorius und Hl. Johannes der Täufer;Andrea Mantegna;1459;tempera on panel;https://upload.wikimedia.org/wikipedia/commons/d/d1/Andrea_Mantegna_032.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_032.jpg;No information
1459_AndreaMantegna_AltarretabelVon.jpg; Altarretabel von San Zeno in Verona, Triptychon, rechte Tafel: Hl. Benedikt, Hl. Laurentius, Hl. Gregorius und Hl. Johannes der Täufer, ?: Hl. Johannes;Andrea Mantegna;1459;tempera on panel;https://upload.wikimedia.org/wikipedia/commons/7/7a/Andrea_Mantegna_033.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_033.jpg;No information
1475_AndreaMantegna_TheLamentationOver.jpg;The lamentation over the dead Christ;Andrea Mantegna;between circa 1475 and circa 1478;tempera on panel;https://upload.wikimedia.org/wikipedia/commons/2/26/Andrea_Mantegna_034.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_034.jpg;Italy
1475_AndreaMantegna_ChristusAls.jpg;Christus als Schmerzensmann;Andrea Mantegna;1475;oil on panel;https://upload.wikimedia.org/wikipedia/commons/8/89/Andrea_Mantegna_035.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_035.jpg;Italy
1458_AndreaMantegna_TheAgonyInThe.jpg;The Agony in the Garden.;Andrea Mantegna;between circa 1458 and circa 1460;tempera on panel;https://upload.wikimedia.org/wikipedia/commons/4/40/Andrea_Mantegna_036.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_036.jpg;Italy
1455_AndreaMantegna_ChristusAmOelberg.jpg;Christus am Ölberg im Garten Gethsemane;Andrea Mantegna;1455;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/7/79/Andrea_Mantegna_037.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_037.jpg;Italy
1455_AndreaMantegna_ChristusAmOelberg.jpg;Christus am Ölberg im Garten Gethsemane;Andrea Mantegna;1455;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/5/59/Andrea_Mantegna_038.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_038.jpg;No information
1455_AndreaMantegna_ChristusAmOelberg.jpg;Christus am Ölberg im Garten Gethsemane;Andrea Mantegna;1455;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/7/79/Andrea_Mantegna_039.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_039.jpg;No information
1455_AndreaMantegna_ChristusAmOelberg.jpg;Christus am Ölberg im Garten Gethsemane;Andrea Mantegna;1455;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/1/1d/Andrea_Mantegna_040.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_040.jpg;Italy
1455_AndreaMantegna_ChristusAmOelberg.jpg;Christus am Ölberg im Garten Gethsemane;Andrea Mantegna;1455;tempera on wood;https://upload.wikimedia.org/wikipedia/commons/8/8c/Andrea_Mantegna_041.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_041.jpg;Italy
1495_AndreaMantegna_DaliaUndSamson.jpg; Dalia und Samson;Andrea Mantegna;1495;oil on canvas;https://upload.wikimedia.org/wikipedia/commons/9/97/Andrea_Mantegna_042.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_042.jpg;Italy
1497_AndreaMantegna_DerParnaß.jpg;Der Parnaß;Andrea Mantegna;1497;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/1/1b/Andrea_Mantegna_043.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_043.jpg;Italy
1497_AndreaMantegna_DerParnaß?.jpg; Der Parnaß, ?;Andrea Mantegna;1497; Tempera auf Leinwand;https://upload.wikimedia.org/wikipedia/commons/5/5d/Andrea_Mantegna_044.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_044.jpg;Italy
1497_AndreaMantegna_DerParnaß?.jpg;Der Parnaß, ?;Andrea Mantegna;1497;tempera on panel;https://upload.wikimedia.org/wikipedia/commons/7/75/Andrea_Mantegna_045.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_045.jpg;Italy
1504_AndreaMantegna_DerSiegDerTugend.jpg;Der Sieg der Tugend;Andrea Mantegna;circa 1504;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/b/b4/Andrea_Mantegna_046.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_046.jpg;Italy
1461_AndreaMantegna_DerTodMariae.jpg; Der Tod Mariä, Fragment, ?;Andrea Mantegna;circa 1461; Tempera auf Holz;https://upload.wikimedia.org/wikipedia/commons/3/35/Andrea_Mantegna_048.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_048.jpg;Italy
1465_AndreaMantegna_DieDarbietung.jpg;Die Darbietung Christi im Tempel;Andrea Mantegna;1465;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/f/f5/Andrea_Mantegna_049_-_?.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_049_-_?.jpg;No information
1465_AndreaMantegna_ThePresentationOf.jpg;The presentation of Christ in the temple;Andrea Mantegna;1465-1466;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/0/00/Andrea_Mantegna_049_?_possible_self-portrait.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_049_?_possible_self-portrait.jpg;No information
1465_AndreaMantegna_PresentationOf.jpg;Presentation of Christ in the temple Candlemas;Andrea Mantegna;1465-1466;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/4/45/Andrea_Mantegna_049.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_049.jpg;Italy
1465_AndreaMantegna_DieDarbietung.jpg;Die Darbietung Christi im Tempel;Andrea Mantegna;1465;tempera on canvas;https://upload.wikimedia.org/wikipedia/commons/b/bb/Andrea_Mantegna_050.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_050.jpg;Italy
1456_AndreaMantegna_SzenenAusDemLeben.jpg;Szenen aus dem Leben des Hl. Jacobs und des Hl. Christophorus;Andrea Mantegna;circa 1456;fresco;https://upload.wikimedia.org/wikipedia/commons/4/49/Andrea_Mantegna_051.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_051.jpg;No information
1456_AndreaMantegna_SzenenAusDemLeben.jpg;Szenen aus dem Leben des Hl. Jacobs und des Hl. Christophorus;Andrea Mantegna;circa 1456;fresco;https://upload.wikimedia.org/wikipedia/commons/0/07/Andrea_Mantegna_052.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_052.jpg;No information
1473_AndreaMantegna_Freskenzyklus.jpg; Freskenzyklus;Andrea Mantegna;1473;fresco;https://upload.wikimedia.org/wikipedia/commons/0/0c/Andrea_Mantegna_053.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_053.jpg;No information
1471_AndreaMantegna_TheCourtOfMantua.jpg;The Court of Mantua;Andrea Mantegna;from 1471 until 1474;fresco;https://upload.wikimedia.org/wikipedia/commons/8/82/Andrea_Mantegna_054.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_054.jpg;Italy
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua, Szene: Der Hof der Gonzaga, ?: Barbara Gonzaga, Tochter von Barbara von Brandenburg und Ludovicio Gonzaga;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/a/a8/Andrea_Mantegna_055.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_055.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua, Szene: Der Hof der Gonzaga, ?: Barbara von Brandenburg, Gattin des Herzogs, ihre Kinder Ludovico Gonzaga und Paola Gonzaga, Rodolfo Gonzaga und ein Hofmann.;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/4/4f/Andrea_Mantegna_056.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_056.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua, Szene: Der Hof der Gonzaga, ?: Der Herzog Ludovico II Gonzaga.;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/2/26/Andrea_Mantegna_057.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_057.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua, Szene: Der Hof der Gonzaga, ?: Der Herzog Ludovico II Gonzaga im Gespräch mit dem Sekretär Marsilio Andreasi.;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/1/14/Andrea_Mantegna_058.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_058.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua, Szene: Der Hof der Gonzaga, ?: Der Herzog Ludovico II Gonzaga im Gespräch mit dem Sekretär Marsilio Andreasi.;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/c/ce/Andrea_Mantegna_059.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_059.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua, Szene: Der Hof der Gonzaga, ?: Höflinge nach der Messe des Kardinals Francesco Gonzaga;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/4/4e/Andrea_Mantegna_060.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_060.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua, Szene: Der Hof der Gonzaga, ?: Paola Gonzaga, Jüngstes der Kinder;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/6/68/Andrea_Mantegna_061.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_061.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua, Szene: Der Hof der Gonzaga, ?: Porträt eines Hofmannes;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/b/b4/Andrea_Mantegna_062.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_062.jpg;No information
1474_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua, Szene: Der Hof der Gonzaga, ?: Zwergin;Andrea Mantegna;1474;fresco;https://upload.wikimedia.org/wikipedia/commons/3/33/Andrea_Mantegna_063.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_063.jpg;No information
1473_AndreaMantegna_FrescoesInThe.jpg;Frescoes in the Camera degli Sposi; scene: vault fresco ?;Andrea Mantegna;1473; relative path;https://upload.wikimedia.org/wikipedia/commons/d/d1/Andrea_Mantegna_064.jpg;No information
1473_AndreaMantegna_Freskenzyklus.jpg; Freskenzyklus;Andrea Mantegna;1473;fresco;https://upload.wikimedia.org/wikipedia/commons/7/7c/Andrea_Mantegna_065.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_065.jpg;No information
1473_AndreaMantegna_FreskenzyklusIn.jpg; Freskenzyklus in der im Palazzo Duccale in Mantua;Andrea Mantegna;1473;fresco;https://upload.wikimedia.org/wikipedia/commons/d/d2/Andrea_Mantegna_066.jpg;https://commons.wikimedia.org/wiki/File:Andrea_Mantegna_066.jpg;No information
